Temperature (F),Pressure (psi),Vibration (mm/s),Humidity (%),Noise Level (dB),Usage Hours,Maintenance Frequency (per year),Power Fluctuations (per month),Machine Age (Years),Operator Experience,Failure Type
76.48893942522722,30.23842420922005,0.4795833826040293,79.94036101391437,70.02856563304408,138,4,3,3,Low,No Failure
67.71764983351022,32.03740708436125,0.4230532246643865,45.898427236733255,69.49295952653522,5345,8,1,12,Medium,Bearing Failure
94.0506946224391,26.636063135413938,0.6609892567766741,43.786560294082626,72.62390702054621,496,8,4,12,Medium,No Failure
59.68333068883888,30.80618355449265,0.3979825712552371,27.35605784690987,66.5059354134078,1698,8,2,9,Medium,No Failure
82.49250308952284,28.484568151385094,0.4862622493050471,45.589476986308114,67.07624412363006,8751,9,2,8,Medium,Bearing Failure
85.74043200447468,24.735651277877267,0.3915140451470259,51.523957980187824,68.7036513643919,3992,2,1,4,Low,Leakage
88.33189201743689,34.31905588983693,0.6775601128938876,64.23322562684928,77.72394637913858,5495,6,2,10,Low,No Failure
90.8782425313535,34.724303376513895,0.36985590042675404,43.50118139377996,74.31664376268556,2850,6,2,14,High,No Failure
69.93580863038771,29.596759587052247,0.5927206682958938,34.21043378210855,79.05454500414139,1756,2,3,5,Low,No Failure
65.38694934035001,31.09466101712669,0.34244973198126294,67.34607257278505,70.07069973133021,2333,8,1,14,High,No Failure
60.83364715492955,28.53810236778196,0.569557673524917,50.775984258902795,74.17772187062556,5504,3,1,8,Medium,No Failure
58.1208694096736,28.21864848818415,0.4433729489148226,79.07682090745737,74.35889073719893,7759,2,2,9,High,No Failure
69.09919131895313,36.44949303812272,0.5624502371005724,51.9713933846976,66.65794807988019,5661,5,3,9,Medium,No Failure
84.20210967466954,16.36615662757057,0.5744192323266972,77.17194718075417,67.90377753942323,2639,4,3,6,High,Overheating
66.8565734844972,33.48868573440477,0.3473653452488562,62.64895101724918,68.13758126318315,7459,7,0,11,Medium,Bearing Failure
74.53263739420932,30.0115883242107,0.6274880072859235,68.17685278777927,71.8745995709602,2401,1,1,1,Low,No Failure
87.28356938570069,35.612450141418314,0.5317621985513961,57.211912817511205,68.86238127506732,8482,3,2,9,High,Leakage
72.73942239608033,26.135103735761728,0.5555272681479899,65.14471898793047,72.2264584615669,5243,7,0,13,High,No Failure
63.29148317643611,29.551499761463823,0.636762267566784,47.81836579854962,65.94837920803987,6323,6,1,5,Low,Overheating
72.2001140879684,29.804919930597883,0.4204956618296852,23.72338200325916,63.102129461765024,134,2,3,10,Medium,Bearing Failure
82.90340050950681,32.98968605528263,0.5596772901802756,56.2461402115195,70.4802090653865,4980,4,3,8,Medium,Leakage
97.16409324282553,28.36744250074997,0.5509186696795818,34.29212604027557,70.6111573483674,5107,5,3,12,Low,Bearing Failure
74.67044807986277,26.881255487754117,0.5182988820206009,68.56741663666244,72.65417264861411,2263,9,1,5,High,Bearing Failure
68.34593982455604,33.08433266095359,0.3991965236443704,36.21536660171955,69.39406747820361,9616,1,3,14,High,No Failure
64.44086426290427,29.939414341439935,0.4643327721559012,53.13239800872614,72.56598883085003,2526,8,0,5,Medium,No Failure
80.28231738995524,27.524870172912564,0.4565024588098047,36.32292655172716,67.22007413088195,552,7,2,3,Medium,Leakage
75.3577716867761,31.97893422087231,0.2520750640331887,76.44110833466658,71.52250250316176,6815,9,3,10,Medium,No Failure
85.5652247138978,31.224423424151933,0.46087081698900295,50.19941441348918,74.88441936107989,9532,5,2,5,Medium,No Failure
93.61933741221958,22.927929346026332,0.4368070256784897,60.649506283939026,69.49256871671703,7667,4,1,9,Medium,Overheating
83.22137351005985,36.15048146369871,0.5442452643475761,44.999950418145424,72.4037916798338,9239,9,4,13,Low,No Failure
61.607169137770455,27.950587355442064,0.5785492594883852,65.21321746735701,66.42780990706609,4892,3,2,12,Low,No Failure
60.42865705404771,24.565258673134093,0.48869354974181745,64.51689640660743,69.7574716271483,7174,4,0,13,Medium,No Failure
74.50563523930158,30.33849273224265,0.5513182160153034,20.1469516049032,68.68118833403545,6020,8,6,14,Medium,No Failure
63.27604884925048,32.59652562922294,0.6943235606794619,45.61296065697837,67.38870493561396,8995,7,3,12,Medium,No Failure
75.37837736205474,26.51653000615716,0.5579033908260068,71.77274588842283,63.18460517763698,4583,3,1,7,Medium,Electrical Fault
70.74074012916563,20.333353349835065,0.46456136099498835,42.61311832959587,79.05047324481131,3398,7,1,14,Medium,No Failure
69.47250164546898,24.73047470880663,0.5087051333223188,59.90302178413163,73.12238924034396,1906,1,0,5,Medium,No Failure
67.68224812068966,29.91132111735442,0.2512005119173544,23.14344167152678,75.76426982549047,7930,2,2,1,High,Bearing Failure
76.84491210130956,23.15439363103109,0.49106361247077146,62.19064879987232,67.56959198266823,2181,5,1,8,Medium,Overheating
71.49616075700759,31.03951875130076,0.648681277199117,47.68692681351524,73.61882069187317,8215,4,2,10,High,Bearing Failure
90.87774996299586,31.177268172774614,0.43793455704159434,23.606417525983375,68.01762625289626,9801,1,3,8,Medium,Leakage
69.21110810754753,30.801409524224372,0.34796532545729053,69.28792424623632,71.37603042550354,3731,4,4,13,Low,No Failure
62.309877874567015,26.254038693688685,0.437418264499038,77.95086083543802,67.70944271877252,9407,6,1,2,Low,Overheating
82.10203925867076,20.37094584440412,0.4800642308400513,66.82516507735849,73.95281044806605,5191,8,3,8,High,Bearing Failure
89.38060317117983,27.117726795082916,0.5739361153044992,33.084519975007524,70.93841290911628,7225,4,2,1,Low,No Failure
101.2977907542234,28.404255044609016,0.4690878101011613,71.48955143906912,66.07449434829434,9155,9,1,6,Medium,No Failure
73.57758168823901,35.33946543495306,0.5948528304999261,35.73972030134607,71.58949179021866,5046,6,2,6,High,No Failure
87.66862029366447,28.07946411816521,0.45176009026802455,72.9735174256175,70.26148387189056,4168,4,1,9,Medium,Electrical Fault
65.70894537723632,41.06830702363101,0.5264607973884861,60.57335716214493,78.13258263584933,9859,4,1,11,Low,Leakage
86.07325863566935,34.692411476830536,0.49932311165614096,73.54569391975573,62.70167594300012,6890,9,4,10,Low,Bearing Failure
76.15935741069555,17.594941090370593,0.5621438147719021,75.28407910650981,77.17577934895705,3815,2,3,9,High,Electrical Fault
58.93727850067949,23.9751994011755,0.488037475536949,43.1259304351323,67.8303269932172,8516,4,4,8,Medium,Leakage
76.20458911715862,28.540014581370297,0.5165185485299496,47.62028819642002,68.36705419393286,5547,8,2,2,Medium,Leakage
80.05131095433336,32.83715811517251,0.5311853430493451,20.571958476299884,69.06637348536421,2268,6,1,1,High,Bearing Failure
67.81819259811557,36.86537382129972,0.6894790522053563,51.491915302571016,67.9082257946785,9561,7,3,3,Medium,No Failure
67.43665168390605,29.963043496272878,0.4684175976052508,73.90372750492432,76.71435778074745,4049,4,0,14,Medium,No Failure
55.76772810545525,27.90906367300299,0.5359366583543529,52.610301793715074,69.9164659801815,7369,5,3,6,Low,No Failure
63.38212970432876,35.61999000310476,0.659750413470199,66.16997841093948,73.57306157882715,3734,1,3,5,Medium,Overheating
70.0356039663857,27.456429341141824,0.44419803155960547,28.785308699314378,71.41242646240939,4375,3,4,12,Low,Bearing Failure
75.78433187238684,30.051361873026302,0.3989187305692394,38.73669857058994,71.53231954888903,9724,8,1,3,Medium,Bearing Failure
81.2167580459909,28.16483373648452,0.38596983787858596,69.61718140995491,72.64614534870007,3205,1,1,6,Low,Bearing Failure
63.02078981718064,21.234674349287793,0.49516850389521205,44.53844787995425,83.30715023501823,3450,7,2,4,Medium,Overheating
77.57126993932248,33.0632944732022,0.5629959733168228,37.07583847615438,65.20488684443784,2559,1,1,11,Medium,No Failure
68.24437600336972,35.580455855983026,0.4972761717033631,40.65196651840737,72.15932746676688,5893,6,1,4,Medium,Leakage
74.6912670452497,22.12206558409579,0.4291771846122636,50.6039922718157,71.63001577815781,1687,9,1,10,Medium,No Failure
58.615405080898064,25.867214320495986,0.5231008988143213,25.37745314089441,62.573876121256006,2556,1,0,4,Medium,Overheating
63.889392696339016,25.13770461240664,0.5804514457479216,74.17388339072555,77.78878322459383,2699,8,1,7,Medium,Overheating
93.42045627928557,31.679842108626087,0.3648864106724223,71.24959211061443,68.83088823694347,8012,5,1,1,Medium,No Failure
59.64816428201884,30.466449205104308,0.4729912650121866,46.71174202999457,65.49161092923067,8213,3,2,13,Medium,No Failure
91.24758369472124,29.054224216012706,0.541076729462065,31.93346728108871,75.86130274056072,5203,1,0,12,Medium,No Failure
89.52243939170546,32.90915492434197,0.5115496578352354,52.31514602039677,65.83914548341096,7703,4,2,4,Medium,No Failure
90.21302560611413,32.83829527248574,0.5346646724300306,32.30690274480317,68.49660078113506,741,5,0,4,Medium,No Failure
57.750474716487616,28.595619669510228,0.5027681864304379,55.33853631622044,68.08047070349457,6312,4,2,14,Low,No Failure
63.06254949047982,28.420063528868937,0.3610533209622129,20.488009445373795,63.29628965848195,3217,7,5,11,Medium,No Failure
80.85133046618816,33.80428965004438,0.5298800949600002,26.2376128910324,67.78942052517606,3093,9,3,7,Medium,No Failure
82.22556882006265,32.20733535645466,0.33086462260756233,21.34552884638506,65.35005699312663,8026,1,4,7,Medium,No Failure
73.66718162274718,26.549375104274848,0.5122899288470303,60.81019400019817,79.8874711269282,4156,1,2,5,Medium,No Failure
87.61016129893414,37.115801704205495,0.48813162066139354,62.57049364880247,63.75722387730524,1449,6,3,7,Low,No Failure
71.54749936528258,27.464525680390732,0.5591064614810475,64.24941702276982,59.99397078198434,9748,8,0,9,Low,No Failure
77.88053402942332,31.081440680727056,0.6650544660348469,68.12972924618236,73.52125483589965,9090,6,3,1,High,No Failure
70.2734378697008,20.116800262763164,0.5796525538109345,29.824015138846168,78.22755018980881,9123,2,3,5,High,No Failure
84.41815547181253,31.969423465387916,0.5571409953036447,52.19416248856819,64.64639495470695,7253,2,4,5,Low,No Failure
62.91057057934472,41.081816530082165,0.6695815942866745,35.44849627452177,63.30057339597286,2498,2,2,14,Medium,No Failure
85.31397702003424,26.284888036621002,0.48869172298103253,28.453432097527156,70.50230208220869,6728,3,2,12,High,No Failure
78.75134963835588,27.6420957902736,0.2858264413772147,38.499463026794004,65.46884060640207,3412,6,0,5,Low,No Failure
60.31661513950492,34.8168643796066,0.45869016392774675,54.69373899239514,73.0472841524623,4954,7,3,11,Medium,No Failure
59.80271215698853,36.379106682967674,0.4318264008781893,60.70060553789924,74.01335531857302,8267,4,0,12,High,Leakage
78.00244350947546,34.22341334048472,0.4921996851555284,28.483199258265312,66.2576689427521,851,4,0,9,Medium,Electrical Fault
76.55727048184394,23.30399879030202,0.44016499878948884,30.93588025082639,66.8271966084199,4600,5,1,11,High,No Failure
81.10041414054145,36.840973046980814,0.5038497167978934,28.372372656047265,63.17264891215748,3904,4,3,9,High,No Failure
67.30949782270692,28.648439247272915,0.5448933448953731,42.531948250463174,73.50567284123707,6983,4,3,2,Medium,No Failure
65.6823784748257,28.036811723810022,0.45917273205717424,33.50966490968653,74.22571574146454,3051,3,2,7,Medium,No Failure
77.39588075430481,29.057621786006315,0.3142008578468498,49.123564511224004,69.22945668733473,2266,7,2,1,Medium,No Failure
82.04538081914117,31.640733405298676,0.4240745806984667,31.012146228708875,72.91739479807664,7076,8,1,2,Medium,No Failure
73.00794057082857,31.03107972583685,0.6154819318521667,49.27612570543434,73.24537001158748,5345,4,3,1,Medium,No Failure
73.65296726023482,30.262739252675964,0.4420982677856071,76.73461067561236,63.45027549704129,5022,7,6,6,Medium,Overheating
69.25290685776241,20.63923835065446,0.6220040455567427,32.94012208631331,61.22915202614248,1863,1,1,14,Low,Leakage
65.82118711191,22.501762439193623,0.44299851441705,46.80004671513869,75.20223172503326,1694,2,2,13,Medium,No Failure
93.72725557590977,35.1521305891517,0.68410831604598,64.10005817017692,69.5184909616817,8794,9,3,10,Medium,No Failure
76.61547061040933,28.88715312290962,0.5826691354612114,31.1408055600456,70.39482136467532,8767,5,3,5,Medium,Overheating
57.98954926767533,29.001863764502506,0.6811886594566428,43.194437510872646,60.718522173008736,3500,8,1,6,Low,No Failure
68.83480723405756,31.66658110525133,0.6600227590705386,63.93857963837565,71.92363108020233,4303,5,0,9,Medium,No Failure
66.73452299826162,33.2778736781473,0.4750984443012616,29.412566815639327,68.1435395053475,4637,1,1,5,High,Bearing Failure
66.84654482495033,32.42803429820914,0.5400501617912404,53.88225157531213,68.77595523180742,8136,7,0,3,Medium,No Failure
88.08222071515283,25.014296509101705,0.6468369942226049,61.922564685807835,75.55495493247669,742,5,0,7,High,No Failure
81.01879748904832,36.35709246963346,0.5107904421026478,56.78593873344683,66.23858710356993,5130,8,4,11,Medium,No Failure
67.74584414913946,28.41777412568285,0.44057687434536363,40.79134006088293,71.49074998646736,6564,1,3,5,High,No Failure
89.85061836167803,23.443661195626717,0.46880652105579956,61.47729551289081,73.04451014760994,2816,9,4,1,Medium,Electrical Fault
78.32859983308562,26.535700104503157,0.5717610075290305,72.837629643372,71.91947895147564,1933,4,2,14,Medium,No Failure
79.13368924108227,27.18435430789276,0.4826137602435103,58.743054870008194,70.35369192729902,5809,3,1,1,Low,No Failure
91.00111698778004,31.460056051924713,0.6086969666728325,53.130100879218396,69.84236200984745,6956,3,0,9,Low,No Failure
55.09402464037774,31.085848260727442,0.4715856348203328,60.66245211741214,67.14242849762475,61,5,1,14,Medium,Leakage
59.6331705988847,34.36471398120391,0.4323876328287155,24.818936228174962,68.80617687680957,7707,5,1,12,Medium,Bearing Failure
74.05451036747783,37.57927114176688,0.6239403325401784,39.388977267437205,72.77073152785621,1629,5,3,13,Low,No Failure
72.08271716817539,29.637965272938654,0.43162442572040044,51.17399184035087,65.06053668795104,4876,7,1,9,Medium,No Failure
68.28166741271262,33.435448766529866,0.5748929022798854,49.32604250252024,71.74445314039518,7040,8,4,13,High,Bearing Failure
77.50871957596124,27.12464871748073,0.46958604910166823,22.13491359914552,65.49434332249983,2779,3,1,9,Low,No Failure
82.55362552964645,26.31110017104121,0.346855543517689,41.25153802226009,64.45151025757553,270,3,2,7,Low,No Failure
64.96758838013628,27.97370949349057,0.6830497692483528,35.421867649647524,70.63132282803595,708,8,2,14,Low,No Failure
75.72679758950227,32.57234896277411,0.6025101396510528,71.33403817570638,74.39706635955736,4998,3,5,9,Medium,No Failure
70.28653524359927,33.981133608103555,0.44804514213077745,37.88989643485169,68.56908062614579,9083,3,0,8,Medium,No Failure
69.13069042601096,29.923933367114973,0.5475205520484095,72.77570783214077,66.4633262799859,4978,2,2,1,Medium,No Failure
95.81103731918859,30.74161418033291,0.6909201041044255,62.84670307950847,67.44597641608091,589,1,4,5,High,Bearing Failure
70.26423564445844,29.564788756474343,0.4082842544916629,25.196243433875644,69.98994829404643,9411,9,1,3,Medium,Bearing Failure
71.19250173935701,24.728781536724984,0.5971161319424283,63.3137876646903,72.8379803668064,2320,8,1,14,Low,No Failure
62.262628732175074,18.70270916998244,0.6134035180371727,74.94090416579618,70.29808018988068,9668,8,3,5,High,Leakage
86.60485443593826,30.959875680071896,0.49240257591100445,31.59303434888418,61.84083552883534,6983,3,0,2,High,Leakage
69.0142268218165,26.238455782914002,0.454628364694872,59.74030595152539,67.49714854391654,3522,7,3,11,Low,No Failure
79.0809323150549,33.02883674112436,0.6391128488078518,56.039405852944455,66.22260679748965,3444,8,2,1,Medium,No Failure
67.95951931721697,29.585490359661737,0.5520114035788576,69.63906502943084,65.02417857264463,9003,5,2,6,Medium,No Failure
80.90912968673874,33.87203178002826,0.5787395223700286,63.17307823973496,78.58833074280949,4695,1,0,5,Medium,No Failure
78.42171825063757,37.51888584814503,0.548075671981592,63.73036123687016,67.23167837965894,678,8,2,14,Medium,Overheating
74.75168751881215,23.36724790271939,0.2616204879297361,52.23799290720331,72.31025304920422,9021,4,2,1,High,No Failure
78.4981158019555,32.38362815394264,0.39552116772577117,53.30316161689382,67.71321103246292,663,6,2,1,Low,No Failure
86.10241515173206,35.06034159273671,0.5470504621795866,52.50126259655868,67.70377230942567,7391,4,3,4,Low,No Failure
77.10325299418156,29.600781893584667,0.44893239124593054,54.06913800819386,68.90887397729449,2116,9,0,6,High,No Failure
65.09943108084474,34.4589481607767,0.38758992250822494,54.16866671031502,71.42811398014543,5824,9,1,12,Medium,No Failure
86.09486386485621,24.77518395940336,0.5845400388196674,36.9518401170165,72.10841398012914,6612,9,0,12,Medium,Bearing Failure
83.8218268122348,29.10401514157528,0.5791971440068197,70.17571617982313,69.45612717423084,2717,5,1,12,High,No Failure
73.03825010573843,37.18682755130083,0.6092864095450203,52.75471007151181,73.38960437351673,5333,5,2,9,Medium,No Failure
65.44933152754295,38.595654925959316,0.48716030586714226,23.01818379844651,68.45869628291797,1955,2,1,4,Low,No Failure
73.6560024587424,30.953389567923317,0.4859311323250015,52.46913241131719,68.42065995427068,4590,4,3,5,Medium,No Failure
86.16264623220682,29.88862092961129,0.48637255506090077,70.83938052957829,63.666156159088395,7027,7,2,1,High,No Failure
84.05139712266353,31.306175079055755,0.5619043059228527,29.342752877527925,67.66286731683564,4787,2,2,11,Medium,No Failure
65.140214008508,33.75035133579587,0.6837768764527663,31.855171178142356,67.31393020874008,6820,3,3,7,Medium,No Failure
77.56632113206487,34.708841980435245,0.297326566598908,70.72362664527094,74.64410334332456,9337,5,1,8,High,No Failure
84.90629416609339,37.64616806313212,0.7013207643288599,52.39325386050014,67.80525834258448,8328,3,3,7,High,No Failure
83.54961705044958,30.308981827236025,0.3688345649599366,52.025504415625925,74.84727248460806,673,4,2,10,Medium,No Failure
85.83053037406222,29.537074892069302,0.4026915250031405,30.30853099826909,63.13184324233427,1106,7,4,5,Medium,No Failure
77.27398812718641,37.211076794992486,0.5552209215174098,63.40614163314981,61.604760352572654,6328,9,1,14,Low,No Failure
74.49928050591026,31.10373348971844,0.5859900491567701,34.27127697825243,60.32761488456263,9419,8,4,7,High,No Failure
66.33158721920071,37.295893101720466,0.35186205028482326,78.17042397373235,70.31724174747859,4042,1,4,13,Medium,No Failure
66.1823030496648,23.227296924478996,0.4795075061803694,59.50780818181657,73.07166373165252,6985,6,0,12,Medium,No Failure
94.29651045549004,31.212666500078456,0.5432493168235193,44.81050962059521,71.90878358283477,4118,1,4,10,Medium,No Failure
90.30081340044592,29.19387696635329,0.4687880755629115,33.41503283340225,65.03600395592709,9771,7,2,12,Medium,No Failure
75.58737157514241,25.712973772222462,0.583707497889504,28.11122261438011,69.37766167136537,1847,4,2,12,Medium,Bearing Failure
72.21947899125239,33.105905633245044,0.2413746190260046,46.65548532046314,74.85438428221121,9320,1,4,14,High,No Failure
73.21598653318864,26.431794633786836,0.37925769507447554,45.018733059695165,70.09853632757553,808,4,2,8,Medium,No Failure
72.33272287260988,31.20406283012355,0.5492223898001685,43.63630969957712,69.11779970252111,6868,2,1,8,High,No Failure
85.91064657767612,29.797232274782285,0.50424908858281,39.652263587525375,78.70024351215775,5233,4,2,14,Low,No Failure
58.667529740559914,33.630386540309075,0.5758140155219222,24.509006419018046,72.47310613595576,9358,7,0,9,Medium,No Failure
53.44433429861937,35.16532778177634,0.3386954437254579,66.69626436981108,66.89141479584143,1804,1,2,6,Medium,No Failure
60.50374839644715,35.03110702856967,0.5898551696634072,29.38032372793501,72.69709528305154,6038,4,1,11,Low,Leakage
79.5210109948392,30.245378049144687,0.44544074655041005,36.44455463143291,66.0582843148336,2816,1,2,13,High,No Failure
86.49977486957297,26.476737520629325,0.4584093392493826,21.566333272818337,69.09284899676348,8678,8,2,5,Low,No Failure
74.98824687284994,23.587421979488056,0.6290013471735395,61.46842666168294,69.12756992902405,1061,4,2,1,Medium,No Failure
70.59946649949183,23.75523220174608,0.5839521484016718,45.16350926935648,72.13656345364495,5435,3,7,6,High,No Failure
68.72690389814376,29.40163505313834,0.33980978173225596,48.771870136785935,66.77732122709926,23,1,1,5,Low,No Failure
75.54168858987414,22.94752849283683,0.47508878832443924,68.23200749248777,67.41816323339917,5757,4,2,14,High,No Failure
103.94298726611754,28.430114684325723,0.2993576239157776,58.549322639914074,70.52690924344542,3267,9,0,4,High,No Failure
67.64193471130538,37.49673302343238,0.5281745476797611,20.377761583033703,72.68326170278962,2834,1,1,5,High,Leakage
75.99658452724087,30.500694066150327,0.5796300038489979,41.97114085734043,71.14439574520799,4062,6,2,11,Medium,No Failure
57.24730331376494,30.127915420791478,0.445040402140504,29.440785091242482,66.93714725623434,2798,8,1,2,Medium,No Failure
81.60965820134417,29.21948327941486,0.5423488356109237,39.83659534009314,65.68015299399404,4067,7,1,2,Low,No Failure
53.83900558471792,32.70970312422526,0.6563740428617978,78.12726588671944,62.925604687909996,6426,8,7,2,Medium,No Failure
74.57134708729458,31.539145353421542,0.47447928689230306,77.20839306886617,64.75769376666364,503,9,1,11,Low,No Failure
81.80059577303552,27.87937165161255,0.36785634248884114,67.41470129888282,73.74598053449931,321,3,2,8,Low,Leakage
71.83018896680146,25.654951603130836,0.4779705278546439,77.05360954715206,71.27159204873941,623,6,0,10,Medium,No Failure
74.63678259887627,28.422024220745367,0.6052572540043075,26.8020851038377,68.34130095784998,7293,4,0,2,Medium,No Failure
74.20434076357952,25.206660628572344,0.42359499203574236,73.78736577075482,66.8219751400632,3947,2,5,14,High,No Failure
78.2838868409044,36.720466951677516,0.5842899243642286,20.105724476929904,61.8180135829669,449,9,2,4,Low,No Failure
70.71265966922047,35.77624191534674,0.28734747648584913,42.603166047947894,70.86549585726374,3594,3,1,1,Medium,Electrical Fault
59.14486463978814,35.2066622383179,0.6334005842218442,73.66238868566946,73.55631146941055,7115,5,1,5,High,Overheating
62.80549724087942,33.00111997993616,0.45460697389632676,30.08001156906127,65.25349917526471,5000,5,1,9,Medium,Leakage
63.64846677370731,29.031322881325092,0.33979743874851576,57.1679942548085,68.51088514303163,8840,3,4,9,High,Bearing Failure
60.530099277856166,29.487050174496375,0.6000396429216166,69.70648861940504,66.5591295524301,1037,6,7,14,Medium,No Failure
68.6440014287346,28.897450268799137,0.4259577790187775,50.121735280860825,68.66263438250921,698,3,2,13,Low,No Failure
75.31708916118258,32.62481342774486,0.5542772966688584,38.4384360208074,65.64295777722452,4940,4,0,1,High,Bearing Failure
75.29109144114187,29.806213000486764,0.3026390260212489,40.142441332801845,72.06318542369038,7263,8,3,5,Low,No Failure
69.33011218325002,29.88441963547445,0.5638769891894572,66.6909852400814,72.87221099422375,4288,6,2,8,High,No Failure
74.32352262554751,27.838509478362973,0.44784796692029843,35.443272480134674,70.82929271470063,2664,4,4,1,High,No Failure
73.76865270507166,28.001107430376713,0.43658311394270183,52.56560431117686,71.81884183433613,8494,2,4,10,Medium,No Failure
70.90578555112816,27.810901985609174,0.5262647812447536,67.33418718523366,63.54079770526901,7150,2,3,4,Medium,No Failure
59.03488616188838,25.712676530990315,0.6881561922407471,66.05000416611466,71.8225875157445,4335,7,1,12,Medium,No Failure
78.09076813856443,30.293565218625083,0.38313183810601115,29.568987757068292,79.5414122761423,6798,9,4,9,Medium,Bearing Failure
71.1790751992371,25.165840730222236,0.5257230975731897,34.96308224001002,63.35779304918564,8332,5,5,9,Medium,No Failure
74.5095963368117,30.135222690485985,0.4209303376778724,39.15165132299401,64.85084067848842,7803,3,3,10,Low,No Failure
87.2647473488057,22.208317822040826,0.5625164851934187,25.66941686789629,76.77105111839217,7399,1,4,7,Medium,Bearing Failure
83.93520913008557,29.316321845851625,0.4683732183503793,42.017556989168575,62.53159034880742,9974,7,0,14,High,No Failure
81.6584772005549,40.19107958056092,0.5923852154198728,37.74212621865075,69.04369672679785,7689,4,2,5,Medium,Overheating
66.11936472290334,32.140161403260265,0.6652065907981181,26.28676202396607,72.92195542737345,7365,7,4,4,Medium,No Failure
87.5014105654874,40.63643274014746,0.5569389320218553,50.26812287775961,69.35871056986782,3805,5,2,10,High,No Failure
74.5520901999603,24.01256628056023,0.5167999235954327,59.723688272276625,66.91405130155715,332,2,1,1,High,No Failure
66.96647993898827,26.32700325270689,0.5301896042994041,29.671335862266233,63.63322366815291,1900,3,1,2,High,No Failure
67.35347377365275,32.934980718021215,0.5660823157757283,65.69210858988897,72.41419701661238,5706,5,1,9,High,No Failure
75.0553400764398,44.523123403095916,0.40699221344420533,73.75346715499973,71.67913496400324,5971,6,0,5,Medium,No Failure
88.90639782105859,22.013400794601317,0.5719612780602314,47.06233583544562,72.00231682059659,101,6,3,8,Low,No Failure
64.74961614469727,26.766993899659845,0.641200803779913,36.229944739323344,66.99113239859484,5193,4,3,1,Medium,No Failure
82.28167713550035,33.478567125041984,0.27621038788983465,35.077193099244745,68.19447600528207,114,7,1,8,High,No Failure
53.35667851784801,30.798561943926895,0.4881085503888767,48.165497391857464,62.06221070044546,7358,6,2,8,Medium,No Failure
81.5546142017112,30.441758070848767,0.574203046187761,74.39250221254557,71.33786500444965,8611,2,1,6,Medium,Electrical Fault
78.10281853529561,29.956830421835623,0.4737701365133361,48.78483165912155,73.99947138501766,7434,4,2,3,High,No Failure
62.19673696563244,30.986886976212705,0.5946112473475683,75.71333852024603,68.28415946379809,4585,5,3,3,High,No Failure
78.60173628795388,24.95529520015704,0.5069945788285378,74.06007617248514,62.51532065351213,3571,6,7,11,Low,No Failure
79.11005311446937,30.318755078418146,0.5131382892921623,52.21457358731558,87.15240512167448,8705,3,3,14,High,No Failure
73.3298834866632,29.169466616350412,0.415106751201963,48.79470979979013,66.02743446794376,6405,9,2,13,Low,Bearing Failure
75.61451413375698,34.97475952264745,0.6153487655893154,68.06837456974803,74.66705036710077,8478,2,2,5,Medium,No Failure
63.18828777247367,28.39723245343675,0.2789355049512301,78.14951664810862,74.909072228024,9798,5,2,6,Medium,Leakage
89.9569711816747,30.11788934868507,0.32059290272476193,33.12588893502988,67.391752735891,4473,7,3,6,High,Leakage
83.98652214813842,32.70452751837849,0.34795116933075776,36.19345872426872,59.19058158795007,4454,3,3,3,Medium,No Failure
85.35040786543075,32.22475778552788,0.49272066504544554,33.218499716468195,71.06359683383843,5236,9,4,1,High,Overheating
72.3470359118581,32.82696525603677,0.6009258720627663,41.074913645655336,65.11948600328492,1271,3,2,6,Low,No Failure
58.99847258513249,33.75468353405401,0.3213079069385082,21.286795448224602,65.05891977089942,8396,6,2,10,Medium,No Failure
97.34525271369702,35.732353601737984,0.5789199742370078,53.24366069507628,78.70130135101722,2967,4,2,9,Low,Electrical Fault
80.12978993232795,40.91789362520543,0.47363530744161525,77.86689700226182,72.30204850120157,9227,8,2,4,Low,No Failure
74.76904798730199,25.64161284726739,0.5602336377354341,79.88282244652204,63.62286189497448,163,7,3,12,Medium,No Failure
66.66420306416212,24.763328467935835,0.6371374621387063,40.04955556898646,69.38195280204475,4619,7,0,13,Medium,No Failure
62.0322049075007,34.829488586668624,0.4962920891839748,58.90101794054162,64.1880780772077,2910,9,1,4,Low,No Failure
79.31024377445335,34.633313972912426,0.5130058957814734,40.367287356622434,73.79381845573477,6995,7,1,11,Medium,No Failure
76.57859739787558,24.1916566256751,0.571126797434332,43.02721982159716,70.10284770948219,7260,9,1,12,Medium,Overheating
54.37482596085992,39.08304912100146,0.4586573398597786,63.29568369467962,69.86231076428723,1496,5,1,1,Medium,Bearing Failure
57.84167883881666,27.756200978788442,0.590429950698599,74.32156008024108,76.63640103596028,3996,9,0,6,Low,No Failure
80.44651745467985,32.918972622295506,0.6587428610803275,22.925962974422447,70.88191866886255,9994,9,2,9,Medium,Leakage
74.47579860770324,26.182025682226943,0.4318978411022376,70.15124170540045,70.09280167135059,9680,8,1,3,Low,Bearing Failure
74.20711211722359,29.82473687655708,0.5040691160299026,70.89639849104745,68.93768776101474,7689,9,4,1,Medium,No Failure
86.34113530992623,31.270542722831003,0.5134950137268568,64.46309657762767,62.80397801091985,2157,8,4,9,High,No Failure
75.05209616445018,42.99133644855235,0.35396949341875217,53.183967895799476,72.38661820137213,5575,6,1,5,Medium,No Failure
