Date,Channel,Region,Ad_Spend,Impressions,Clicks,Conversions,Revenue,CTR,Conversion_Rate
2025-12-02,YouTube,East,18022,33756,10266,118,105492,30.412371134020617,1.1494252873563218
2025-12-02,Facebook,South,42797,184057,9944,1381,295534,5.402674171588149,13.887771520514884
2025-12-02,YouTube,North,16760,129500,11003,565,448610,8.496525096525097,5.134963191856767
2025-12-03,Facebook,West,8570,182972,3935,2397,1546065,2.1506022779441665,60.914866581956794
2025-12-03,YouTube,West,23265,410359,1151,578,427142,0.2804861109418826,50.21720243266724
2025-12-03,Instagram,East,17365,354863,3735,1536,794112,1.0525188593908072,41.12449799196787
2025-12-03,Facebook,South,5856,38947,2836,1804,523160,7.281690502477726,63.61071932299013
2025-12-04,Facebook,West,9913,282514,16500,2062,1183588,5.840418527931359,12.496969696969696
2025-12-04,Facebook,East,42150,433049,11765,1455,302640,2.7167826273701126,12.367190820229494
2025-12-04,Instagram,North,16790,81229,3571,760,328320,4.3962131750975635,21.282553906468777
2025-12-04,Facebook,North,14685,114384,3299,2231,1758028,2.8841446356133726,67.62655350106093
2025-12-05,YouTube,North,21326,64581,7559,292,133444,11.7046809433115,3.862944833972748
2025-12-06,YouTube,West,23836,468099,19357,1082,579952,4.1352363495756235,5.589709149145012
2025-12-06,Email,East,13228,453668,16542,1960,1777720,3.6462787765502527,11.848627735461251
2025-12-06,Instagram,West,18640,317427,9152,646,510340,2.883182590012822,7.058566433566433
2025-12-06,Google Ads,North,30874,170505,15703,1147,1078180,9.209700595290462,7.304336750939311
2025-12-06,Email,West,16413,207736,13929,1700,671500,6.70514499172026,12.204752674276689
2025-12-08,Instagram,South,23805,255304,13764,1119,1048503,5.391219879046156,8.129904097646033
2025-12-08,Facebook,South,20209,175089,6864,485,307005,3.92029196580025,7.0658508158508155
2025-12-08,Instagram,East,45728,272827,18488,498,149898,6.776455409471936,2.693639117265253
2025-12-08,Email,East,31239,292464,19081,746,713176,6.524221784561518,3.909648341281904
2025-12-09,YouTube,North,33029,476758,9643,1285,1069120,2.022619442148847,13.325728507725811
2025-12-09,Instagram,North,10376,106681,11704,1107,1083753,10.97102576841237,9.458304853041694
2025-12-09,Email,East,31270,184176,5647,1336,610552,3.066088958387629,23.658579776872678
2025-12-09,Email,North,29426,292429,2220,2897,2468244,0.7591586333776745,130.4954954954955
2025-12-10,Email,East,40821,184603,1828,1531,871139,0.9902330948034431,83.7527352297593
2025-12-10,Email,South,9168,458429,4661,2437,2378512,1.0167332345903073,52.28491739969964
2025-12-10,Instagram,North,39684,477703,19376,1809,1045602,4.056076683629787,9.336292320396367
2025-12-12,Instagram,South,16624,293485,19982,902,367114,6.808525137570914,4.5140626563907515
2025-12-13,Google Ads,West,41102,264700,3454,2384,503024,1.3048734416320362,69.02142443543717
2025-12-14,YouTube,East,6608,79194,12197,1258,545972,15.401419299441876,10.3140116422071
2025-12-14,Email,North,32036,107989,10619,1340,308200,9.83340895831983,12.618890667671156
2025-12-14,Facebook,North,38946,367753,16557,2768,1431056,4.502206644133427,16.718004469408708
2025-12-14,Google Ads,South,13656,427165,6928,1431,712638,1.621855723198296,20.655311778290994
2025-12-14,YouTube,North,8900,170721,16092,437,226803,9.425905424640202,2.715635098185434
2025-12-15,YouTube,North,16271,407997,8142,723,553818,1.9956029088449179,8.87988209285188
2025-12-15,Email,South,47403,387491,9349,2969,2651317,2.4127011982213777,31.757407209327198
2025-12-15,Facebook,East,43673,389967,1261,1852,1361220,0.32336069462287836,146.86756542426645
2025-12-15,Email,West,49554,277782,12334,641,490365,4.440172509377857,5.197016377493108
2025-12-15,Facebook,South,10950,232638,6972,1415,615525,2.9969308539447552,20.29546758462421
2025-12-15,YouTube,South,19503,162540,5364,2098,1546226,3.3001107419712072,39.112602535421324
2025-12-16,Email,South,33913,57029,1580,1317,849465,2.7705202616212805,83.35443037974683
2025-12-17,Google Ads,South,28609,78134,3568,1879,702746,4.566513937594389,52.66255605381166
2025-12-17,Instagram,East,17237,120161,19509,2194,1935108,16.23571707958489,11.2460915474909
2025-12-18,Email,East,8229,364878,12211,137,40552,3.3465980409890426,1.121939235115879
2025-12-18,Instagram,East,43357,353514,19153,1415,519305,5.417890097704758,7.387876572860648
2025-12-18,Google Ads,East,17506,280238,17107,2831,603003,6.104454071182352,16.548781200678082
2025-12-19,YouTube,South,32491,260772,1241,217,154504,0.4758946512662402,17.485898468976632
2025-12-19,Facebook,West,38585,48541,2450,802,640798,5.047279619290909,32.73469387755102
2025-12-19,Google Ads,East,14076,324437,14290,2234,1945814,4.4045531181708615,15.633310006997899
2025-12-19,Email,North,42390,495942,19279,788,323080,3.887349730412024,4.087348928886353
2025-12-20,Email,East,13159,67570,19719,1071,929628,29.183069409501254,5.431309904153355
2025-12-21,Instagram,North,46393,402041,5329,1881,553014,1.3254867040923686,35.29742916119347
2025-12-21,YouTube,East,11058,192556,11808,855,337725,6.132242049066246,7.240853658536585
2025-12-21,Google Ads,North,10887,470303,19318,1500,1021500,4.107564697652364,7.764778962625531
2025-12-21,Instagram,East,11426,96311,7688,2845,2213410,7.982473445400837,37.005723204994794
2025-12-21,Facebook,South,10934,484115,1082,536,158120,0.2235006145234087,49.53789279112754
2025-12-23,Facebook,North,37251,317966,11172,2450,516950,3.513583213299535,21.929824561403507
2025-12-23,Email,North,23642,462667,6509,1192,1181272,1.4068433668275455,18.313104931633124
2025-12-23,Instagram,West,28909,204351,13980,2410,1605060,6.841170339269198,17.238912732474965
2025-12-24,Google Ads,East,20429,153354,2136,2950,1067900,1.3928557455299502,138.10861423220976
2025-12-24,Email,North,33944,246185,6682,60,29040,2.7142189816601334,0.8979347500748278
2025-12-25,Google Ads,West,22458,475231,9947,442,288184,2.0930873617251398,4.443550819342516
2025-12-26,Email,West,44308,46409,18822,94,23218,40.55678855394428,0.49941557751567317
2025-12-26,Email,North,43509,399049,9181,2592,2242080,2.300719961708963,28.23221871255854
2025-12-26,YouTube,South,24462,404643,15355,182,128310,3.794702985100447,1.185281667209378
2025-12-27,Instagram,West,16327,147631,1717,1908,728856,1.1630348639513381,111.12405358182878
2025-12-27,Facebook,East,43289,365232,10760,1383,373410,2.946072633285145,12.853159851301116
2025-12-27,Google Ads,North,30492,489609,17922,2355,1304670,3.66047192759937,13.140274522932707
2025-12-27,Google Ads,North,36734,56172,16068,1561,1084895,28.604998931852165,9.71496141399054
2025-12-28,Email,North,25765,494157,4514,1719,679005,0.9134748672992592,38.081524147097916
2025-12-28,Facebook,South,32598,148178,4375,1184,846560,2.952530065191864,27.062857142857144
2025-12-29,Instagram,North,32365,240849,11590,1084,239564,4.812143708298561,9.352890422778257
2025-12-29,Google Ads,West,18087,203291,17090,1109,638784,8.406668273558592,6.489174956114686
2025-12-29,YouTube,West,31118,171514,7705,1489,489881,4.492344648250288,19.325113562621674
2025-12-30,Instagram,East,26017,409743,11703,881,662512,2.856180581486444,7.527984277535675
2025-12-30,Google Ads,South,18673,283838,13458,108,79056,4.7414370168899165,0.8024966562639322
2025-12-31,Facebook,West,5567,441801,15525,708,271164,3.514025545437878,4.5603864734299515
