material_price_index,steel_price_index,cement_price_index,labor_cost_per_hour,num_workers,equipment_cost_per_day,equipment_count,project_duration_days,project_scope_index,site_area_sqft,location_index,inflation_factor,contingency_buffer,total_construction_cost
110.07,102.37,94.42,313.92,130,19183.3,9,204,1.12,5597.0,1.0,1.02,0.05,43839704.0
121.57,110.15,89.89,375.72,105,17307.23,13,313,3.71,5490.0,1.0,1.2,0.05,96859881.0
132.43,104.49,88.6,352.99,70,17416.58,11,554,2.31,2587.0,1.0,1.08,0.1,130143408.0
96.04,83.7,99.52,283.19,92,13093.38,15,300,5.64,5114.0,1.2,1.01,0.05,66556490.0
125.14,119.19,106.3,411.73,87,12431.98,10,400,7.58,3940.0,1.0,1.1,0.15,70500001.0
106.49,126.74,99.73,423.68,131,14522.31,18,301,4.27,3817.0,1.5,1.17,0.1,105506439.0
119.38,86.37,92.92,311.36,166,12524.89,5,538,4.39,5821.0,1.5,1.08,0.1,47178841.0
87.23,97.6,102.31,363.05,135,13280.38,12,107,2.95,7141.0,1.0,0.99,0.1,23406752.0
97.78,95.41,108.05,362.59,79,17318.81,6,431,3.78,4964.0,1.0,1.02,0.1,53986261.0
156.84,115.04,86.49,368.06,144,12425.47,12,483,7.63,8902.0,1.0,1.1,0.1,94638161.0
89.3,111.4,97.3,432.06,60,18931.96,7,246,2.99,6052.0,1.0,1.05,0.1,41904407.0
152.5,107.16,104.11,405.89,59,13262.68,7,330,3.6,5048.0,1.2,1.02,0.1,37447800.0
149.04,118.73,101.15,292.1,56,14675.45,6,692,2.81,4718.0,1.2,1.11,0.05,75295834.0
150.43,118.51,103.47,290.69,293,15416.62,9,168,4.05,3565.0,1.5,1.0,0.1,29816539.0
85.5,105.79,100.28,447.93,37,18106.72,5,573,5.17,3844.0,1.0,1.07,0.05,63184921.0
96.13,105.26,86.11,281.12,34,17519.75,3,671,8.35,6243.0,1.0,1.2,0.05,50347928.0
131.7,121.41,102.99,380.54,91,15441.75,10,32,1.32,4652.0,1.2,1.12,0.15,9445460.0
134.45,116.62,83.09,337.18,89,12425.06,6,375,3.64,4895.0,1.2,1.08,0.1,37577591.0
117.33,99.65,101.23,339.52,247,14898.88,10,425,2.03,2297.0,1.0,1.03,0.1,77862525.0
145.22,131.35,98.81,309.89,112,12269.33,9,472,1.92,5234.0,1.5,1.18,0.05,68209822.0
113.09,102.39,105.91,218.55,55,17106.38,5,90,3.08,6895.0,1.5,1.12,0.1,14202996.0
125.76,113.24,116.51,297.66,143,19712.52,5,125,4.65,4955.0,1.0,1.12,0.05,19615188.0
110.55,80.35,107.97,350.36,27,12414.63,6,141,5.74,6418.0,1.0,0.99,0.05,14086748.0
138.84,115.91,105.71,387.5,77,19440.19,12,470,5.04,5350.0,1.2,1.04,0.15,136183538.0
95.82,143.25,116.96,323.84,183,12063.15,6,34,4.51,2406.0,1.2,0.96,0.05,6110257.0
140.63,98.85,98.87,347.21,142,13462.55,5,405,8.76,2500.0,1.0,1.02,0.1,34778268.0
127.5,102.93,78.58,366.89,259,12643.0,16,95,5.61,4295.0,1.0,0.95,0.05,22485752.0
90.63,124.45,95.87,481.23,56,22709.35,19,553,9.4,5607.0,1.0,1.04,0.05,267673193.0
89.61,129.14,93.18,286.53,121,14159.21,9,157,6.0,5002.0,1.0,1.1,0.1,28433477.0
126.0,122.67,99.22,338.24,22,16499.11,16,512,1.63,5086.0,1.5,1.13,0.1,170519028.0
123.11,89.91,94.02,386.25,273,18392.24,3,612,1.6,5900.0,1.0,1.1,0.15,56136370.0
132.2,130.52,100.38,379.52,121,14788.24,6,278,9.6,3316.0,1.5,1.06,0.1,34999444.0
104.62,105.95,104.49,348.0,199,11617.98,12,148,6.56,5037.0,1.0,1.01,0.05,27232850.0
101.36,104.11,95.92,373.95,76,14749.68,15,486,4.43,3579.0,1.2,1.02,0.1,127676905.0
124.79,107.17,81.42,330.49,103,10710.03,9,75,4.4,6185.0,1.0,1.01,0.05,9460337.0
134.09,114.92,92.41,291.76,232,15520.57,18,393,8.17,4385.0,1.2,1.07,0.05,132093997.0
116.02,113.09,111.55,324.97,137,12818.95,12,553,6.15,5612.0,1.5,0.99,0.05,96083484.0
117.31,110.79,94.21,387.22,150,15341.65,18,667,4.64,6393.0,1.5,0.96,0.05,192029516.0
108.51,81.92,112.2,361.0,72,17838.91,16,115,6.67,4171.0,1.0,1.11,0.05,43693469.0
101.64,87.51,94.3,425.62,297,13447.93,7,36,7.4,5670.0,1.0,0.96,0.1,6776116.0
157.45,125.46,118.41,360.91,194,11758.95,16,581,5.78,4934.0,1.2,1.1,0.1,144282308.0
123.23,106.66,108.27,357.86,76,11580.26,19,228,2.18,5275.0,1.0,1.08,0.1,63262544.0
85.98,107.01,118.12,360.3,28,14764.25,12,505,6.97,5343.0,1.0,1.04,0.1,106285153.0
107.67,115.0,116.0,360.44,228,17538.79,3,126,1.87,3423.0,1.0,1.13,0.1,12711425.0
103.47,119.83,97.51,374.91,266,19335.97,15,200,3.47,5011.0,1.0,0.98,0.05,64353625.0
103.69,117.28,104.01,423.29,105,13716.57,8,686,5.54,5532.0,1.0,1.05,0.05,89945992.0
146.16,95.04,114.68,326.01,284,11889.41,10,258,2.14,5621.0,1.0,0.99,0.05,36166684.0
132.04,129.07,101.08,312.18,31,14720.68,3,549,1.83,6492.0,1.0,1.19,0.1,36858899.0
105.49,105.25,94.06,321.36,69,12381.95,3,385,1.65,5841.0,1.5,0.99,0.1,21187153.0
149.7,90.33,96.88,382.48,76,16553.01,12,73,9.43,3452.0,1.2,0.98,0.1,18629276.0
126.66,99.61,107.18,394.93,161,11144.01,14,420,5.16,7592.0,1.2,1.12,0.05,85249803.0
128.27,101.55,98.26,434.16,167,14805.65,19,694,2.41,6445.0,1.0,1.08,0.05,230709928.0
152.0,114.38,110.87,287.18,139,13347.83,19,640,6.42,6029.0,1.2,1.12,0.1,208054110.0
80.19,113.26,97.16,395.95,29,15004.66,15,181,4.29,3117.0,1.0,1.04,0.1,52505986.0
89.27,123.09,93.24,460.83,156,14129.4,18,277,6.47,6727.0,1.0,1.19,0.15,104128908.0
118.11,132.74,112.39,308.67,287,12628.09,10,87,5.96,3922.0,1.2,1.1,0.05,16091247.0
114.17,108.91,93.16,334.46,196,18293.78,12,454,2.78,5638.0,1.0,0.96,0.1,111686824.0
106.56,120.31,107.49,330.27,138,10788.32,6,138,8.42,4257.0,1.2,1.02,0.05,14048068.0
125.02,101.37,96.96,359.59,258,15248.15,6,526,8.63,3799.0,1.5,1.03,0.1,66019209.0
135.11,98.93,84.69,448.14,153,14101.16,9,38,3.61,6798.0,1.2,1.12,0.05,8060823.0
99.94,103.92,118.3,334.28,93,16271.45,10,640,9.52,6406.0,1.2,1.01,0.15,128451753.0
121.45,117.72,110.25,379.95,125,13677.53,18,239,6.44,5879.0,1.5,0.97,0.1,69107508.0
110.57,121.94,94.8,292.99,25,16774.2,5,222,9.55,5243.0,1.2,1.09,0.15,28026256.0
108.26,109.77,104.75,377.0,234,19550.94,2,112,9.3,5628.0,1.2,0.96,0.05,10835749.0
161.62,112.22,119.09,303.75,55,21431.73,4,502,1.48,3873.0,1.5,1.13,0.1,57480286.0
110.53,108.69,90.83,292.35,84,18398.12,13,275,7.96,6094.0,1.2,1.12,0.1,84843021.0
112.39,94.19,109.71,350.56,247,14264.55,16,493,9.48,6800.0,1.0,0.98,0.1,131011331.0
94.53,76.11,111.34,368.7,108,18622.85,2,560,3.79,3501.0,1.2,1.06,0.05,29992980.0
143.21,112.88,99.24,312.14,122,12375.61,2,290,1.75,6290.0,1.5,1.1,0.05,13910505.0
108.03,98.72,95.46,370.95,43,15182.41,13,552,1.71,2654.0,1.2,0.95,0.05,111056285.0
128.16,119.09,113.91,449.82,128,13916.73,17,390,7.94,6898.0,1.2,1.17,0.05,121591817.0
105.92,108.76,105.2,387.88,39,13809.72,18,164,2.52,4929.0,1.0,1.06,0.1,52632322.0
131.82,121.62,107.87,399.58,288,13648.95,13,147,8.42,5320.0,1.0,1.13,0.1,39344122.0
126.84,132.56,104.81,384.49,182,13801.19,17,200,1.0,5525.0,1.0,1.16,0.05,62095268.0
119.5,90.1,76.16,353.43,131,15871.52,13,448,7.6,4525.0,1.0,1.14,0.15,127290335.0
127.0,117.15,89.55,256.24,66,17512.22,5,649,6.96,6741.0,1.0,1.08,0.15,77400820.0
142.2,125.18,104.71,368.45,153,19085.92,3,151,1.02,5758.0,1.2,1.13,0.05,14215416.0
124.21,108.8,94.89,264.38,262,9130.77,16,200,8.62,4025.0,1.0,0.98,0.05,34611366.0
100.2,123.38,88.76,325.54,83,11592.52,2,595,2.39,5377.0,1.0,1.11,0.05,20029626.0
142.19,94.33,108.45,392.62,291,18186.39,10,85,6.85,4165.0,1.0,1.05,0.1,22293156.0
137.64,107.31,107.92,275.88,243,15727.36,2,121,4.33,3610.0,1.2,1.11,0.15,10783552.0
116.08,131.56,110.93,375.53,287,14532.27,9,400,1.51,5383.0,1.2,1.16,0.05,72886538.0
100.9,135.79,98.72,373.39,159,16291.77,2,463,2.29,8095.0,1.0,1.03,0.1,22463868.0
117.31,112.86,98.59,414.11,289,16819.2,13,210,1.53,4873.0,1.5,1.07,0.1,60347362.0
142.33,109.67,98.64,372.62,28,10457.38,15,481,7.48,6381.0,1.2,1.18,0.15,110160567.0
138.1,113.92,106.19,418.11,70,20374.97,8,135,7.99,7053.0,1.0,1.16,0.1,34477059.0
100.28,121.25,118.38,405.86,214,8651.15,19,185,7.5,4303.0,1.0,1.07,0.1,42753505.0
125.13,124.13,79.73,351.66,224,13717.95,16,533,8.68,6172.0,1.2,1.03,0.15,150703797.0
139.81,132.94,120.13,360.42,129,19982.16,18,99,3.08,4441.0,1.0,1.19,0.1,51799087.0
137.1,110.93,86.88,250.65,118,13937.89,16,557,6.5,5402.0,1.0,1.08,0.05,147545995.0
141.66,108.61,90.27,353.27,210,15947.33,13,125,6.94,5703.0,1.2,0.95,0.15,35764580.0
124.55,131.63,105.52,349.13,109,15776.33,2,429,5.62,3656.0,1.2,1.05,0.15,22858787.0
119.0,113.31,108.6,336.96,126,18294.52,5,150,4.2,3711.0,1.0,1.01,0.1,17758387.0
102.66,131.89,85.19,341.66,189,16314.32,14,102,3.06,4323.0,1.5,1.16,0.05,31907187.0
102.36,89.68,97.95,310.18,122,10758.34,6,39,9.63,5433.0,1.0,1.12,0.05,8754215.0
158.59,113.64,104.32,414.34,238,12413.21,7,515,5.04,3687.0,1.0,1.0,0.05,57139319.0
150.6,107.58,96.88,398.6,91,15245.75,6,301,4.83,3971.0,1.2,0.97,0.15,36032667.0
121.17,97.14,108.37,381.82,77,17918.63,18,448,1.83,7047.0,1.0,1.13,0.15,192448364.0
114.44,119.32,74.14,323.16,28,9213.19,5,520,1.55,2596.0,1.0,0.98,0.05,27705407.0
116.43,99.3,87.93,359.31,253,14625.86,12,184,1.14,2734.0,1.0,1.01,0.1,39283567.0
114.67,113.61,104.92,347.19,135,15616.87,4,383,8.06,5182.0,1.5,1.04,0.05,33829921.0
141.82,109.39,100.42,338.93,57,16358.4,2,331,1.61,4252.0,1.2,1.0,0.05,14960773.0
87.34,120.89,107.58,266.89,42,8249.11,10,185,2.15,4884.0,1.0,1.06,0.15,21471570.0
80.0,125.5,83.87,375.45,101,12635.53,9,355,6.14,4581.0,1.0,1.08,0.05,51636821.0
91.01,125.09,108.99,329.4,68,13806.27,3,460,5.47,2793.0,1.5,1.03,0.15,25062636.0
129.04,110.74,94.54,416.73,196,14095.52,13,52,4.99,5029.0,1.5,1.01,0.1,13608572.0
143.0,99.43,95.84,393.52,46,16880.19,2,467,5.26,5730.0,1.2,1.12,0.05,24169579.0
119.98,90.76,112.9,405.87,67,20702.38,12,360,7.55,4877.0,1.2,1.06,0.05,105054919.0
111.2,91.27,108.4,370.32,298,14226.06,9,127,4.14,7459.0,1.0,1.09,0.1,25765095.0
107.45,108.2,83.98,345.91,176,17484.3,2,233,4.92,9139.0,1.2,1.08,0.1,17613569.0
121.08,88.84,97.51,365.98,286,16017.07,7,392,3.3,5906.0,1.0,1.01,0.1,56275608.0
177.89,105.29,79.94,323.37,80,12137.01,16,329,2.46,4008.0,1.0,1.03,0.15,77962953.0
105.28,132.49,102.82,259.55,237,17291.53,17,596,3.5,8490.0,1.2,1.09,0.15,229152087.0
121.99,111.5,107.96,369.09,234,17257.77,12,380,7.1,4231.0,1.2,1.16,0.15,116524542.0
84.49,110.38,94.5,365.61,41,13562.65,3,660,5.47,5038.0,1.0,1.12,0.1,36747489.0
133.22,107.66,104.23,365.03,58,13938.25,7,329,9.35,4413.0,1.5,1.19,0.1,47003414.0
80.0,118.13,115.64,428.74,112,14323.16,2,567,2.14,6311.0,1.0,1.06,0.1,25409393.0
119.14,114.62,97.45,324.56,47,14175.72,8,523,5.03,5812.0,1.0,1.05,0.05,70984249.0
133.6,103.64,86.79,366.39,49,19808.57,6,190,9.94,5609.0,1.2,1.19,0.1,34243759.0
113.66,96.96,97.8,390.36,184,16705.75,10,376,9.23,6886.0,1.2,1.17,0.1,89687683.0
119.27,105.27,110.53,378.71,292,12559.48,7,146,6.85,2514.0,1.0,0.98,0.05,18570075.0
118.41,95.62,92.36,367.52,279,18795.95,4,41,4.61,1041.0,1.5,1.17,0.05,6772288.0
126.57,130.16,108.43,269.76,31,15787.07,11,676,2.71,6475.0,1.0,0.99,0.05,123779116.0
111.43,127.33,78.73,335.79,41,12556.7,19,271,9.84,3898.0,1.0,1.01,0.05,73053216.0
88.29,125.62,113.34,379.73,260,18375.62,18,528,8.85,7094.0,1.2,1.16,0.1,236527782.0
95.61,119.0,95.46,391.1,68,20591.46,2,543,6.5,5609.0,1.0,1.0,0.05,27170626.0
97.3,107.09,83.98,377.55,71,15953.44,6,647,9.76,5357.0,1.2,0.96,0.1,71712261.0
91.06,108.46,110.0,397.02,24,14451.65,17,32,3.46,4878.0,1.0,1.12,0.15,13408190.0
107.29,106.69,92.6,452.0,25,16422.08,13,429,4.64,2721.0,1.2,0.96,0.15,104391576.0
120.63,117.87,105.43,361.97,98,14157.58,12,284,2.49,3366.0,1.5,1.09,0.05,58926110.0
120.58,109.42,80.26,349.03,209,15346.41,8,181,6.97,4102.0,1.0,1.13,0.15,36772810.0
108.66,109.65,106.39,279.73,160,14902.21,18,322,1.63,7129.0,1.0,1.13,0.1,112302730.0
118.65,103.52,94.78,367.28,180,13610.92,13,650,7.54,7033.0,1.2,1.13,0.1,153519765.0
117.54,104.0,93.66,450.07,265,15826.36,15,653,7.38,4850.0,1.0,1.14,0.05,200824666.0
111.81,103.43,102.63,327.17,44,13614.19,12,337,7.37,5756.0,1.0,1.0,0.05,62225851.0
88.07,97.14,118.82,280.41,111,14508.42,14,413,6.82,6131.0,1.0,1.04,0.05,98216987.0
126.18,110.88,88.31,452.23,197,14203.74,11,87,1.39,3582.0,1.5,0.99,0.05,18087094.0
112.36,95.5,102.57,376.76,215,14322.57,7,107,1.6,3817.0,1.2,1.19,0.05,19418846.0
119.02,110.41,92.09,312.22,82,13748.58,15,465,4.06,5109.0,1.5,1.16,0.15,132738145.0
144.53,86.62,106.25,278.83,226,14414.53,7,218,6.99,1923.0,1.0,1.07,0.15,33204387.0
137.87,107.95,96.84,369.98,175,16992.64,15,595,8.39,4383.0,1.2,1.04,0.1,182582113.0
133.32,140.57,109.24,427.23,221,16126.91,16,494,3.06,2980.0,1.5,1.12,0.1,167259119.0
102.24,116.42,116.52,347.03,76,9304.95,6,612,5.33,2574.0,1.0,1.17,0.1,48758275.0
145.0,141.91,105.69,344.81,175,20906.99,17,703,7.36,4012.0,1.0,0.96,0.1,271889060.0
119.1,92.04,101.68,428.53,179,15105.47,7,380,4.75,6731.0,1.0,1.06,0.1,55794062.0
103.93,98.98,103.02,428.02,114,13827.78,19,218,2.17,5234.0,1.2,1.03,0.1,70130909.0
104.71,118.8,106.61,420.62,48,22008.07,14,570,7.34,6820.0,1.0,1.14,0.1,226215088.0
120.11,150.0,90.7,384.04,162,16397.24,4,662,6.59,3577.0,1.0,1.13,0.1,63313586.0
147.81,86.04,107.2,352.99,278,13335.15,18,631,2.54,4926.0,1.2,1.19,0.1,210032487.0
99.5,100.3,114.12,258.76,218,13094.27,6,500,3.92,6354.0,1.2,1.19,0.15,63514582.0
134.56,120.44,77.62,330.81,236,13203.55,8,414,1.28,4697.0,1.5,0.97,0.05,49473960.0
80.0,112.4,98.81,274.55,163,10879.7,15,245,6.87,1019.0,1.0,1.04,0.1,50665778.0
133.11,111.33,107.42,402.18,47,8000.0,9,483,4.06,3778.0,1.5,1.18,0.05,46443073.0
126.21,109.87,97.38,360.14,83,15870.25,10,412,8.2,3560.0,1.0,1.19,0.15,96759379.0
94.39,112.96,109.46,454.41,201,18180.41,9,513,6.01,2327.0,1.2,1.09,0.05,108265966.0
127.2,94.87,100.7,333.48,113,13679.88,17,612,1.33,4840.0,1.2,1.04,0.1,165813920.0
128.22,110.96,101.31,314.69,196,11501.86,18,597,5.04,2657.0,1.0,1.18,0.15,176183347.0
116.66,107.51,91.51,366.62,256,13446.48,4,491,9.59,6144.0,1.0,1.2,0.1,47305151.0
121.23,124.92,111.53,433.54,236,14788.99,11,644,2.4,3580.0,1.0,1.01,0.05,124179075.0
96.38,105.19,77.89,399.44,181,15712.0,12,596,4.97,7476.0,1.0,1.03,0.05,131930593.0
149.91,110.35,82.06,348.49,290,15261.15,3,363,1.7,4978.0,1.0,1.17,0.05,29582074.0
137.97,118.11,84.8,353.28,119,20164.52,15,582,2.64,4537.0,1.2,1.06,0.1,211959643.0
140.7,116.67,99.27,333.53,181,11998.88,5,125,2.17,4016.0,1.0,1.03,0.1,12915407.0
114.69,118.48,110.09,359.54,248,16260.62,4,279,3.76,3764.0,1.0,0.98,0.15,27169373.0
88.0,121.26,82.13,331.27,220,17096.79,13,188,5.56,4841.0,1.0,1.05,0.15,57966614.0
164.69,127.2,107.89,380.12,78,18263.48,18,627,4.8,6310.0,1.0,1.11,0.05,248246763.0
130.26,142.75,97.36,346.74,38,12680.54,10,258,9.99,5479.0,1.5,1.05,0.05,41255395.0
119.54,96.92,106.02,353.26,236,18566.42,4,452,1.72,5156.0,1.0,1.18,0.1,53002936.0
103.33,94.29,113.71,262.64,183,17303.23,14,518,8.35,7071.0,1.2,0.99,0.1,145343704.0
94.06,124.49,99.63,247.45,36,21863.27,3,201,1.84,5204.0,1.0,0.97,0.1,18793767.0
128.62,123.9,101.3,445.38,169,16919.91,16,500,1.71,8076.0,1.2,1.0,0.05,150156610.0
123.16,92.57,107.11,353.34,292,16287.3,17,58,9.76,5169.0,1.2,1.07,0.05,23570854.0
80.0,137.25,95.87,412.45,205,9722.09,8,377,5.51,4578.0,1.2,1.0,0.15,42352807.0
85.68,103.27,109.04,416.72,201,20668.35,10,396,3.72,5404.0,1.5,1.13,0.1,109306248.0
130.89,118.76,115.87,335.59,122,11436.8,4,77,7.77,3082.0,1.0,1.12,0.1,7788637.0
118.95,98.55,93.19,367.75,123,12424.46,6,236,2.99,1000.0,1.0,1.11,0.05,22926905.0
118.41,109.47,100.41,326.09,160,16830.3,7,604,5.89,3496.0,1.0,1.05,0.05,86367842.0
142.68,113.81,101.35,293.79,148,13008.94,17,193,8.2,6167.0,1.0,1.09,0.05,52746799.0
120.1,148.97,85.4,313.51,253,9973.62,3,530,9.18,5648.0,1.0,1.16,0.1,31090010.0
125.99,107.93,99.65,299.36,203,12294.7,12,360,2.74,4004.0,1.2,1.05,0.05,64082986.0
120.11,98.09,110.1,386.63,278,15096.42,15,89,5.93,5756.0,1.5,1.12,0.1,29562575.0
126.93,94.53,97.51,359.06,37,14182.19,13,287,2.19,3138.0,1.2,1.19,0.15,75569382.0
114.51,108.55,110.83,292.36,76,13385.93,19,702,1.42,1340.0,1.5,1.07,0.05,204712083.0
127.63,130.91,101.87,363.2,282,13152.66,17,705,3.75,4626.0,1.5,1.14,0.1,213740181.0
157.1,96.33,106.14,365.79,66,15713.98,7,143,3.83,4107.0,1.0,1.19,0.15,25128871.0
164.07,136.77,107.06,213.9,228,22666.99,11,280,2.62,4730.0,1.2,1.16,0.1,95099879.0
105.5,117.64,82.7,382.84,38,12549.91,18,127,9.55,2586.0,1.0,1.06,0.05,36418724.0
128.49,100.7,110.81,431.53,139,12269.82,14,579,6.44,4964.0,1.0,1.14,0.1,135414377.0
107.95,97.35,99.08,422.72,283,15944.48,10,549,8.4,3839.0,1.5,0.99,0.05,103103042.0
83.81,129.72,90.22,420.83,103,15758.35,6,145,5.67,4640.0,1.0,1.19,0.15,23720759.0
107.38,105.43,105.78,370.12,98,13806.5,7,297,6.25,6768.0,1.0,1.16,0.1,45643701.0
129.72,124.86,75.28,294.19,99,13311.84,10,640,1.59,3965.0,1.2,1.01,0.1,100129814.0
118.99,91.5,84.61,312.02,163,17119.34,16,530,6.0,4397.0,1.5,1.16,0.05,185609254.0
116.19,127.71,106.47,350.28,89,18352.36,10,345,4.56,5132.0,1.0,0.95,0.1,72331110.0
119.85,112.82,90.37,332.77,121,11333.45,3,413,8.08,4292.0,1.0,1.02,0.15,23287148.0
141.32,122.54,98.93,389.19,20,12808.73,15,557,6.95,6262.0,1.0,1.1,0.05,128410056.0
83.07,105.48,88.16,324.5,178,18529.21,11,317,3.85,5910.0,1.0,1.12,0.05,81844875.0
146.03,131.65,87.68,269.49,106,15891.18,15,232,9.52,3738.0,1.0,1.01,0.05,62135165.0
88.33,110.1,83.49,415.17,298,16426.29,16,240,2.92,4494.0,1.5,1.19,0.15,93371080.0
137.17,118.04,103.18,414.84,239,14402.87,18,218,7.69,6147.0,1.0,0.99,0.1,66991684.0
116.37,98.26,110.46,361.1,28,9144.04,18,461,2.3,3953.0,1.0,1.17,0.15,107467687.0
127.01,107.94,93.09,302.32,129,11059.59,12,589,6.89,5396.0,1.2,0.99,0.05,88770367.0
123.99,112.49,100.73,368.77,57,16705.69,19,705,1.65,6305.0,1.5,1.04,0.05,249643649.0
95.83,127.95,107.06,334.91,48,15524.5,10,667,4.39,6387.0,1.5,1.1,0.15,137513685.0
98.42,119.6,114.75,327.12,107,19170.46,13,447,3.3,4906.0,1.2,0.97,0.1,124636218.0
80.0,133.46,88.65,330.41,51,18808.7,7,134,4.28,5372.0,1.5,1.02,0.05,22710203.0
119.91,117.57,105.33,355.38,66,14746.25,6,426,9.0,6105.0,1.0,1.17,0.05,52461423.0
125.13,122.22,85.15,266.41,250,13478.06,16,529,5.52,5812.0,1.5,1.16,0.05,146702466.0
119.22,92.01,102.94,359.28,289,12779.47,14,470,7.55,2019.0,1.5,0.99,0.05,97185519.0
114.32,111.03,91.06,373.07,28,14460.14,8,88,9.42,4930.0,1.2,0.96,0.1,15115982.0
112.52,124.82,92.82,406.45,83,13766.39,3,318,8.99,4377.0,1.2,1.18,0.05,21870281.0
123.03,122.02,103.76,439.03,70,12736.57,16,464,2.59,6552.0,1.0,1.05,0.05,110688563.0
113.65,128.53,106.82,336.32,137,11288.26,7,587,2.59,8643.0,1.0,0.99,0.1,57061635.0
99.36,93.53,96.47,497.22,42,14267.35,18,271,1.27,4787.0,1.5,1.16,0.15,95547901.0
135.04,97.35,106.82,448.38,177,15669.78,5,80,2.94,4821.0,1.0,0.96,0.05,10108592.0
134.8,112.85,92.35,241.43,76,18768.63,6,253,2.13,4817.0,1.2,1.05,0.1,34793402.0
117.95,104.47,79.37,325.06,48,10903.34,13,499,1.15,7198.0,1.0,1.01,0.05,77582140.0
117.94,100.85,102.57,448.85,127,13736.02,5,303,3.17,5753.0,1.0,1.04,0.15,30516462.0
97.7,96.29,94.23,349.1,222,18526.6,19,352,4.3,5062.0,1.0,0.98,0.1,140681350.0
119.87,129.24,106.52,394.38,298,15528.6,13,660,7.83,2628.0,1.5,1.1,0.1,176592064.0
120.11,104.37,107.93,332.44,288,15772.18,2,175,7.45,6721.0,1.5,1.11,0.1,13070026.0
134.31,111.61,113.28,288.13,277,10066.21,9,433,10.0,5236.0,1.0,1.12,0.1,58555146.0
117.71,91.68,93.69,412.81,89,10619.4,15,387,6.36,7902.0,1.2,1.18,0.15,89305169.0
142.75,126.74,86.52,299.21,102,17576.62,7,587,1.48,2970.0,1.0,0.95,0.15,84780412.0
94.12,113.78,109.77,276.52,182,11722.28,5,575,2.32,1679.0,1.0,0.97,0.1,42158230.0
93.77,108.46,115.89,353.01,25,20303.77,4,517,7.92,3420.0,1.2,1.1,0.15,56738917.0
126.13,126.77,113.42,433.41,103,16182.79,2,416,5.23,2804.0,1.0,1.17,0.05,22388669.0
81.34,101.1,119.58,460.14,166,15667.55,17,559,7.82,2667.0,1.5,1.08,0.1,187536494.0
121.49,139.87,90.89,368.6,224,13427.49,12,704,3.77,4334.0,1.0,1.14,0.1,152829430.0
80.0,122.66,105.02,406.15,147,19786.4,8,331,6.27,5087.0,1.0,1.08,0.1,70034826.0
145.04,113.33,101.09,303.02,195,11610.04,11,546,9.93,3325.0,1.5,0.97,0.05,79293326.0
