car_make,car_model,year_of_manufacture,kms_driven,fuel_type,transmission,owner_type,engine_cc,mileage_kmpl,car_condition_score,estimated_price_in_inr
Hyundai,Alto,2016,76712.0,Petrol,Manual,Second,1479.0,20.82,4.18,415494.0
Tata,Nexon,2015,68131.0,Diesel,Manual,Third+,800.0,21.11,9.7,453312.0
Toyota,Scorpio,2018,61078.0,Diesel,Manual,Second,1234.0,20.96,6.26,459278.0
Tata,Swift,2015,60079.0,Petrol,Manual,Second,1860.0,15.26,3.08,352534.0
Mahindra,Swift,2020,16194.0,Electric,Manual,First,1529.0,15.04,5.2,544321.0
Toyota,EcoSport,2021,109179.0,Electric,Manual,Second,800.0,10.86,2.97,488787.0
Honda,Scorpio,2016,85170.0,CNG,Manual,Second,1929.0,16.13,4.66,342566.0
Maruti,Nexon,2021,62663.0,Petrol,Manual,Second,1243.0,17.77,2.83,469070.0
Maruti,EcoSport,2019,93377.0,Petrol,Manual,First,889.0,14.49,1.8,414120.0
Honda,Scorpio,2016,82870.0,Electric,Manual,First,1238.0,13.01,4.13,423154.0
Hyundai,Nexon,2017,86912.0,Petrol,Manual,First,1034.0,13.35,2.27,386391.0
Toyota,Innova,2017,74971.0,Electric,Manual,First,1719.0,18.43,5.63,434510.0
Honda,i20,2019,59126.0,CNG,Manual,First,1199.0,20.74,7.95,469477.0
Maruti,Tiago,2021,41357.0,Diesel,Manual,First,1435.0,20.02,2.6,473370.0
Tata,Swift,2016,49174.0,Petrol,Automatic,Third+,800.0,20.36,4.32,433336.0
Honda,Swift,2017,19403.0,Petrol,Manual,Second,800.0,19.27,8.77,516022.0
Toyota,City,2015,60818.0,Electric,Manual,First,1151.0,19.72,5.35,456911.0
Toyota,i20,2021,91269.0,Petrol,Automatic,First,1172.0,19.13,8.05,510122.0
Honda,City,2015,41116.0,Diesel,Manual,First,978.0,21.22,3.86,371900.0
Maruti,Tiago,2019,74058.0,Petrol,Manual,Third+,1307.0,17.93,1.25,432106.0
Honda,Alto,2019,46886.0,CNG,Manual,Second,855.0,22.65,6.35,461042.0
Toyota,Tiago,2017,83813.0,Petrol,Manual,Second,1052.0,14.71,8.81,429916.0
Tata,Nexon,2015,33471.0,Diesel,Manual,Second,1586.0,18.88,4.31,424398.0
Hyundai,Innova,2021,11134.0,Petrol,Manual,First,800.0,24.29,7.81,527454.0
Mahindra,EcoSport,2017,87566.0,Electric,Manual,Second,1304.0,8.36,2.85,409592.0
Tata,EcoSport,2019,70691.0,Petrol,Automatic,Second,1182.0,24.49,4.94,477509.0
Toyota,Nexon,2015,39670.0,CNG,Manual,First,1142.0,19.31,1.29,363024.0
Hyundai,Innova,2015,58446.0,Diesel,Automatic,Second,1424.0,18.25,5.09,390444.0
Toyota,City,2021,51634.0,Diesel,Manual,Third+,1496.0,18.63,8.14,505334.0
Mahindra,Nexon,2016,89614.0,Diesel,Manual,First,1185.0,16.31,2.27,337676.0
Toyota,City,2017,79824.0,Electric,Automatic,Second,1411.0,13.07,3.96,461870.0
Ford,Innova,2015,55929.0,Petrol,Manual,First,1298.0,14.58,9.1,450351.0
Honda,Innova,2020,64569.0,Diesel,Manual,Third+,1933.0,20.87,3.57,461457.0
Maruti,Nexon,2016,9351.0,Petrol,Automatic,Second,800.0,20.38,9.53,514490.0
Hyundai,Swift,2017,55944.0,Petrol,Manual,Second,1581.0,12.31,5.34,387915.0
Mahindra,Tiago,2019,39956.0,CNG,Automatic,Third+,932.0,22.88,5.73,515880.0
Mahindra,City,2017,57013.0,Diesel,Manual,First,1592.0,14.23,7.97,397403.0
Mahindra,Alto,2015,77360.0,Petrol,Manual,Third+,2090.0,17.37,4.9,366015.0
Mahindra,Tiago,2020,59437.0,CNG,Manual,Second,1300.0,16.87,8.81,479419.0
Honda,Tiago,2018,52411.0,Electric,Automatic,Second,1158.0,9.23,6.7,525907.0
Tata,i20,2019,82151.0,Diesel,Manual,First,1642.0,15.43,4.92,442147.0
Hyundai,Alto,2020,61296.0,Diesel,Manual,First,1120.0,23.54,2.88,473758.0
Maruti,Nexon,2021,45314.0,Diesel,Manual,Second,936.0,15.04,3.97,467568.0
Maruti,Scorpio,2018,68706.0,Diesel,Automatic,Second,1331.0,17.69,2.67,443257.0
Hyundai,i20,2019,69102.0,Diesel,Manual,Second,1133.0,12.11,6.97,463927.0
Maruti,Tiago,2015,70327.0,Electric,Manual,First,800.0,21.85,9.12,482797.0
Tata,Innova,2021,15033.0,Petrol,Manual,Second,984.0,23.55,9.37,532396.0
Toyota,i20,2017,73316.0,CNG,Automatic,Third+,1802.0,19.61,4.53,466169.0
Toyota,i20,2015,53186.0,Electric,Manual,First,938.0,19.25,8.45,434199.0
Ford,Swift,2020,22965.0,Petrol,Manual,First,1218.0,17.84,1.18,463416.0
Hyundai,Scorpio,2020,73988.0,Diesel,Automatic,First,1423.0,17.94,6.86,511477.0
Honda,EcoSport,2020,80223.0,Diesel,Manual,First,1620.0,15.81,2.15,432824.0
Mahindra,Swift,2021,67013.0,Petrol,Manual,First,1491.0,22.04,7.57,493752.0
Tata,Scorpio,2016,71489.0,Petrol,Automatic,First,868.0,22.23,6.51,480957.0
Ford,Swift,2020,56638.0,Diesel,Manual,First,800.0,20.09,2.97,410855.0
Ford,Innova,2018,20743.0,Diesel,Manual,Second,1258.0,13.43,7.14,436528.0
Ford,Nexon,2016,65033.0,Petrol,Manual,Third+,1226.0,21.23,6.91,430961.0
Tata,Alto,2017,53365.0,Diesel,Manual,Second,1073.0,26.73,7.57,408929.0
Toyota,Scorpio,2019,50925.0,Petrol,Automatic,First,1127.0,22.69,9.03,555194.0
Mahindra,i20,2021,36912.0,CNG,Automatic,First,1614.0,25.1,6.58,591472.0
Toyota,City,2015,67350.0,Diesel,Manual,Second,1224.0,16.08,5.33,365105.0
Maruti,Innova,2021,49736.0,CNG,Automatic,First,1739.0,17.0,5.51,485432.0
Hyundai,Nexon,2019,50181.0,Diesel,Manual,Second,1800.0,21.19,1.4,442156.0
Hyundai,City,2019,83132.0,Diesel,Manual,First,1211.0,21.34,5.13,448477.0
Hyundai,City,2017,36954.0,Petrol,Manual,First,2020.0,18.97,8.57,463524.0
Maruti,i20,2020,96376.0,Petrol,Manual,Second,1357.0,17.9,5.83,453900.0
Ford,City,2021,68105.0,Diesel,Automatic,First,1534.0,19.16,5.57,501023.0
Mahindra,Nexon,2018,74087.0,CNG,Manual,First,1008.0,18.56,3.04,372063.0
Honda,EcoSport,2015,68799.0,CNG,Automatic,First,800.0,20.1,8.85,454763.0
Ford,Swift,2021,105880.0,CNG,Automatic,First,1208.0,16.39,4.36,469130.0
Honda,Scorpio,2020,107265.0,Diesel,Manual,Second,1073.0,16.37,7.61,468046.0
Ford,Innova,2017,54574.0,Petrol,Manual,First,1274.0,14.88,1.64,333322.0
Honda,Innova,2017,46643.0,Diesel,Manual,Third+,1554.0,17.94,3.14,348811.0
Toyota,Alto,2017,61724.0,Petrol,Manual,First,1666.0,19.68,2.96,405673.0
Ford,Scorpio,2021,55677.0,Electric,Automatic,Second,800.0,13.6,7.88,548390.0
Mahindra,Nexon,2016,48049.0,Petrol,Manual,First,907.0,23.96,4.34,392833.0
Toyota,Swift,2015,54282.0,Diesel,Manual,Second,986.0,17.37,3.38,362451.0
Maruti,Scorpio,2018,50478.0,Electric,Manual,First,1127.0,17.74,4.13,495616.0
Mahindra,EcoSport,2015,116694.0,Petrol,Manual,First,1205.0,14.26,7.49,397832.0
Ford,Scorpio,2020,61397.0,Petrol,Automatic,Second,1369.0,27.57,7.63,516444.0
Hyundai,Scorpio,2015,5000.0,Diesel,Automatic,Third+,1057.0,16.53,5.39,420174.0
Ford,Innova,2021,55851.0,Petrol,Automatic,Third+,800.0,19.45,5.85,518723.0
Maruti,Tiago,2020,19330.0,Electric,Manual,Third+,800.0,14.26,3.36,480775.0
Honda,Scorpio,2020,93808.0,Petrol,Manual,First,1178.0,11.44,8.91,535628.0
Maruti,Swift,2016,63022.0,Diesel,Manual,First,1186.0,14.56,1.27,338185.0
Toyota,Swift,2015,80513.0,Electric,Manual,First,1154.0,18.43,2.82,399213.0
Ford,Innova,2017,70863.0,CNG,Automatic,First,1470.0,17.95,4.99,436963.0
Ford,Alto,2019,27551.0,Electric,Manual,First,1537.0,16.85,5.64,538264.0
Ford,Nexon,2017,86233.0,CNG,Manual,First,2016.0,26.61,9.1,473683.0
Toyota,Tiago,2018,97223.0,Diesel,Manual,First,1278.0,13.31,1.18,370692.0
Maruti,Tiago,2020,34717.0,CNG,Manual,First,800.0,14.41,8.59,532799.0
Hyundai,Innova,2015,21554.0,Diesel,Manual,Second,872.0,20.2,5.12,409759.0
Mahindra,Scorpio,2015,71881.0,Petrol,Manual,Second,800.0,14.39,6.91,425923.0
Mahindra,Nexon,2020,83484.0,Petrol,Manual,First,1614.0,19.16,3.21,490631.0
Ford,Tiago,2015,83390.0,Petrol,Automatic,First,1118.0,20.9,2.91,340645.0
Hyundai,i20,2016,81748.0,Electric,Manual,First,1044.0,10.75,1.63,426196.0
Toyota,Nexon,2020,68091.0,Diesel,Manual,First,1536.0,16.51,2.52,413424.0
Hyundai,Innova,2018,101364.0,Petrol,Manual,First,1694.0,14.82,2.51,404595.0
Tata,Swift,2018,84248.0,Diesel,Automatic,First,1549.0,13.97,4.04,434546.0
Tata,Nexon,2020,37628.0,Electric,Automatic,Second,1489.0,27.6,1.87,534119.0
