,Age,CGPA,Aptitude_Score,Programming_Score,SQL_Score,Communication_Score,Projects,Certifications,Internship_Months,Hackathon_Participation,Attendance,Selected
1580,21,61,71,98,56,79,6,4,10,3,86,1
1581,26,68,94,25,72,34,6,0,2,3,69,1
1582,22,57,60,62,49,98,6,6,5,0,92,1
1583,22,70,59,54,22,86,10,7,8,3,66,1
1584,22,73,47,73,62,55,6,0,5,1,65,1
1585,18,72,46,81,26,35,2,6,1,4,65,1
1586,18,70,67,88,68,45,2,3,1,0,72,0
1587,25,62,43,35,92,89,6,5,12,2,72,1
1588,25,87,85,27,60,41,1,8,12,0,61,1
1589,23,66,51,50,96,32,1,4,7,1,78,0
1590,21,65,96,29,98,92,2,7,10,5,78,1
1591,19,59,85,75,73,93,3,4,7,2,97,1
1592,19,81,48,95,88,91,5,1,5,4,61,1
1593,26,66,86,89,46,35,7,3,9,3,85,1
1594,22,71,73,39,27,48,9,1,6,0,65,1
1595,21,60,64,24,51,47,9,6,0,2,79,1
1596,18,87,30,42,83,72,6,6,11,0,82,1
1597,24,59,81,28,29,32,3,2,8,4,74,0
1598,20,82,99,77,32,67,1,6,4,0,65,1
1599,23,68,66,78,82,97,1,0,8,2,87,1
1600,22,59,94,99,54,73,3,0,1,1,94,1
1601,22,87,80,73,80,92,5,8,7,5,70,1
1602,22,95,30,65,73,71,2,5,6,2,67,1
1603,18,73,50,41,27,93,5,4,10,0,83,1
1604,18,76,82,83,48,83,4,5,3,4,80,1
1605,20,59,45,27,60,100,4,5,2,3,95,1
1606,21,56,90,39,49,66,1,0,3,3,66,0
1607,22,84,83,70,40,33,7,4,3,4,64,1
1608,19,93,69,97,95,31,4,8,9,0,88,1
1609,25,58,55,58,30,73,10,3,9,5,75,1
1610,19,87,94,56,21,96,1,2,7,4,65,1
1611,26,67,93,69,69,97,6,0,12,0,73,1
1612,19,74,72,53,60,91,8,1,12,2,61,1
1613,26,61,46,94,85,30,8,2,3,5,84,1
1614,24,69,88,52,22,46,0,3,4,1,90,0
1615,25,77,52,50,99,45,6,6,1,0,72,1
1616,19,68,36,73,70,38,8,5,12,3,77,1
1617,24,77,73,63,87,82,5,7,3,3,76,1
1618,23,73,82,53,44,88,0,8,6,5,87,1
1619,21,83,100,90,49,38,1,5,2,1,71,1
1620,24,74,63,81,30,41,3,6,0,0,94,1
1621,21,83,75,42,36,70,3,3,12,1,81,1
1622,19,78,97,65,45,44,1,1,7,2,98,1
1623,24,72,45,75,42,95,7,8,7,1,60,1
1624,25,64,100,26,75,40,1,8,5,2,96,1
1625,19,95,48,80,71,37,2,3,6,3,80,1
1626,22,62,31,22,67,84,3,2,9,2,60,0
1627,18,80,39,57,39,35,8,5,10,0,63,1
1628,24,83,79,53,21,82,9,2,1,5,91,1
1629,25,64,41,63,50,49,0,0,4,5,60,0
1630,23,71,99,49,46,68,7,3,11,0,72,1
1631,22,56,51,36,21,63,4,0,6,0,76,0
1632,23,60,61,78,97,86,6,1,8,0,71,1
1633,19,59,30,29,23,48,7,2,0,4,66,0
1634,18,82,83,37,32,100,4,7,2,2,62,1
1635,24,95,87,64,54,60,7,3,5,0,85,1
1636,24,59,99,78,91,69,9,3,6,5,90,1
1637,19,72,47,81,85,43,10,8,5,1,95,1
1638,19,80,35,78,25,66,7,6,0,1,85,1
1639,18,74,74,68,50,73,8,1,3,4,62,1
1640,25,95,52,82,29,38,1,2,5,2,87,1
1641,25,81,52,51,40,87,2,3,7,2,76,1
1642,18,66,55,29,93,49,0,3,9,2,97,0
1643,25,61,36,30,42,79,3,7,3,5,89,1
1644,26,57,73,89,22,49,4,5,6,5,61,1
1645,21,64,56,81,51,65,10,2,10,4,67,1
1646,18,88,55,66,39,56,0,8,2,2,73,1
1647,18,79,65,53,93,61,7,7,7,2,96,1
1648,20,89,84,36,48,30,1,8,0,0,94,0
1649,22,70,93,73,71,46,0,4,3,2,98,1
1650,22,56,86,95,65,38,1,2,7,5,70,1
1651,26,78,98,59,53,74,4,3,9,0,74,1
1652,19,64,90,38,80,95,8,4,3,0,61,1
1653,19,92,31,86,91,61,8,8,1,2,96,1
1654,23,76,84,72,90,74,1,8,1,1,91,1
1655,26,80,67,83,89,38,1,2,3,3,99,1
1656,18,93,58,66,30,59,2,6,12,5,72,1
1657,26,81,55,25,82,67,6,5,3,1,76,1
1658,26,83,64,35,40,89,10,3,1,2,74,1
1659,26,92,96,91,22,30,2,4,6,2,92,1
1660,22,74,58,37,29,34,0,1,5,1,75,0
1661,26,81,63,71,46,92,5,6,10,2,72,1
1662,21,95,70,67,31,65,2,3,2,5,81,1
1663,19,74,70,62,26,94,0,1,7,0,82,0
1664,23,73,52,58,36,53,3,5,7,4,95,1
1665,21,74,100,68,84,33,0,1,0,2,69,0
1666,23,89,32,31,83,97,0,1,2,2,76,0
1667,20,56,87,29,45,54,1,6,4,1,89,0
1668,23,84,61,90,34,36,9,0,1,0,72,1
1669,19,88,60,74,52,42,7,6,11,1,89,1
1670,19,76,72,20,81,97,1,4,11,5,89,1
1671,26,57,36,68,66,72,10,0,4,1,66,1
1672,24,60,30,55,54,86,1,5,10,2,69,1
1673,20,69,90,40,84,65,10,6,9,0,94,1
1674,18,81,43,56,91,43,10,0,2,5,61,1
1675,25,64,81,43,95,56,9,8,8,2,89,1
1676,23,63,35,74,44,66,9,6,10,5,78,1
1677,24,87,39,44,76,100,7,0,0,2,98,1
1678,26,86,100,26,51,54,5,2,3,2,96,1
1679,22,60,59,100,82,96,10,4,9,2,62,1
1680,18,95,50,90,31,33,3,3,5,4,84,1
1681,24,90,89,90,82,45,2,1,8,3,93,1
1682,22,56,92,43,96,48,0,0,2,0,81,0
1683,20,83,71,30,20,58,10,3,2,4,97,1
1684,26,58,80,92,70,80,2,6,11,3,73,1
1685,18,55,93,31,89,47,8,3,4,5,98,1
1686,18,73,85,54,27,87,4,8,6,3,61,1
1687,18,80,70,82,87,73,5,7,4,3,91,1
1688,20,79,61,87,24,45,4,7,10,4,62,1
1689,23,64,44,76,58,94,0,4,7,0,100,1
1690,20,69,91,32,42,31,9,0,4,1,67,1
1691,25,76,56,42,87,85,0,8,6,3,85,1
1692,19,75,57,58,71,57,3,1,5,1,91,1
1693,26,76,93,99,23,94,2,5,9,1,70,1
1694,20,90,88,31,66,34,10,4,12,2,60,1
1695,22,88,87,53,40,51,7,7,1,1,74,1
1696,25,84,31,90,75,42,6,2,2,5,63,1
1697,19,79,65,94,85,94,10,5,10,5,63,1
1698,23,82,100,50,78,45,6,5,10,2,87,1
1699,22,55,42,81,26,93,7,2,3,0,69,1
1700,26,58,44,32,68,61,9,6,4,0,70,1
1701,22,61,89,50,35,80,6,3,8,5,82,1
1702,19,63,51,21,36,87,9,4,5,2,62,1
1703,22,90,92,34,94,75,1,8,0,0,98,1
1704,21,73,54,76,53,81,3,5,2,3,98,1
1705,24,55,77,94,52,92,10,3,6,0,76,1
1706,23,64,72,53,45,89,5,7,7,2,81,1
1707,19,90,67,87,85,94,2,8,6,5,86,1
1708,22,63,70,94,82,84,2,4,4,3,75,1
1709,24,86,74,48,60,86,5,1,9,1,75,1
1710,24,86,69,85,77,100,0,5,7,1,99,1
1711,22,60,46,35,98,55,0,7,8,1,62,0
1712,26,92,86,58,29,41,4,4,6,5,92,1
1713,21,71,31,96,34,100,0,0,10,2,61,1
1714,20,64,91,56,61,75,9,7,8,1,98,1
1715,21,81,38,100,76,76,7,8,0,0,86,1
1716,22,89,97,40,36,67,1,0,8,1,74,0
1717,23,75,46,63,79,50,5,7,2,4,66,1
1718,20,79,79,38,28,43,9,1,5,5,68,1
1719,19,82,69,90,55,31,9,3,7,4,100,1
1720,21,69,87,27,92,99,4,1,2,1,65,0
1721,22,58,50,96,99,62,9,1,3,1,71,1
1722,21,83,47,85,55,35,3,2,6,4,89,1
1723,20,63,84,60,67,66,0,7,11,5,79,1
1724,25,81,58,94,70,43,2,3,6,5,79,1
1725,21,80,53,89,89,66,3,6,3,1,86,1
1726,19,73,46,80,93,37,1,2,8,5,79,1
1727,19,82,47,45,99,42,1,2,12,3,66,1
1728,18,71,71,90,87,69,1,1,2,5,99,1
1729,21,95,74,89,41,87,10,5,11,4,99,1
1730,26,74,46,48,96,47,0,5,7,2,89,1
1731,24,94,43,85,99,86,9,0,7,4,67,1
1732,24,93,78,38,25,67,1,6,12,0,61,1
1733,24,77,58,87,45,61,5,3,3,3,73,1
1734,25,86,33,77,94,95,2,2,6,2,69,1
1735,18,87,49,89,22,54,9,7,3,1,77,1
1736,25,59,76,76,71,87,4,1,12,0,77,1
1737,21,88,38,56,93,62,0,8,11,0,75,1
1738,21,94,56,80,79,95,7,7,0,3,64,1
1739,21,65,44,49,82,59,3,7,0,2,90,1
1740,23,57,48,90,84,63,8,2,0,0,96,1
1741,24,87,81,92,71,98,3,3,1,2,79,1
1742,23,65,55,44,95,77,1,1,5,2,82,0
1743,18,70,55,84,33,69,2,1,11,5,91,1
1744,25,72,55,25,91,80,4,3,9,0,76,1
1745,24,84,75,37,87,42,9,5,10,2,72,1
1746,23,64,78,29,47,60,5,4,4,3,72,1
1747,23,72,82,30,90,68,6,0,10,0,76,1
1748,22,92,32,84,29,92,3,0,1,3,74,1
1749,23,73,95,96,76,77,6,5,7,3,85,1
1750,26,90,71,84,85,77,9,2,8,2,87,1
1751,26,67,48,71,69,90,2,2,6,2,89,1
1752,25,57,46,86,33,41,6,6,11,5,94,1
1753,26,64,62,97,35,85,3,0,11,5,81,1
1754,25,92,78,50,73,47,7,0,8,0,69,1
1755,25,55,85,36,62,56,8,2,3,5,70,1
1756,18,81,92,74,61,57,6,7,12,1,97,1
1757,22,62,32,55,100,81,7,0,6,0,92,1
1758,21,71,78,45,41,45,7,3,4,3,65,1
1759,19,63,84,72,87,87,1,8,4,5,96,1
1760,25,60,55,36,38,38,8,3,2,5,66,1
1761,20,79,81,44,85,55,5,7,8,5,71,1
1762,21,93,36,21,58,57,10,6,12,2,66,1
1763,24,82,75,24,92,65,3,2,9,3,61,1
1764,26,87,75,23,38,38,4,6,4,5,60,1
1765,19,91,45,55,35,76,9,6,5,4,82,1
1766,20,63,53,25,73,80,4,2,2,4,84,0
1767,21,72,90,40,44,86,6,1,9,3,77,1
1768,18,75,83,96,37,61,8,8,6,5,66,1
1769,24,56,91,45,42,96,6,0,8,1,62,1
1770,19,92,30,74,30,86,8,6,8,1,88,1
1771,22,94,78,58,58,83,3,3,12,0,69,1
1772,18,90,54,52,87,45,9,1,9,0,64,1
1773,20,91,39,33,44,91,9,1,9,5,93,1
1774,19,69,45,75,82,85,3,7,4,0,67,1
1775,18,82,87,100,49,52,5,6,6,2,73,1
1776,24,72,58,40,64,46,7,6,12,1,99,1
1777,22,88,35,65,80,67,8,4,11,3,65,1
1778,18,76,45,35,70,59,0,7,11,5,60,1
1779,23,65,49,35,28,87,0,1,12,5,92,1
1780,22,67,100,48,95,51,7,1,2,4,99,1
1781,20,58,72,27,21,46,10,4,5,1,70,1
1782,24,76,55,22,24,44,6,0,11,1,83,1
1783,26,61,100,38,81,77,8,5,7,1,69,1
1784,26,78,62,85,88,61,10,3,12,0,82,1
1785,26,58,55,98,71,69,2,5,7,2,75,1
1786,19,82,74,93,24,86,9,6,1,3,96,1
1787,20,69,92,41,78,87,4,2,5,0,75,1
1788,24,55,96,65,87,45,2,7,6,2,90,1
1789,22,57,81,32,28,57,4,6,11,1,65,1
1790,19,68,97,52,41,30,9,0,6,2,89,1
1791,20,92,55,24,46,70,0,5,2,0,96,0
1792,23,55,31,96,29,77,10,6,8,1,60,1
1793,24,92,43,46,99,60,3,3,1,0,84,0
1794,26,92,59,97,80,65,5,1,10,3,80,1
1795,18,75,78,43,70,62,1,8,2,1,94,1
1796,24,83,41,86,29,62,6,6,10,2,97,1
1797,25,59,73,82,25,52,7,0,1,0,64,1
1798,20,64,62,67,81,89,0,7,10,4,71,1
1799,21,82,42,82,24,59,3,2,8,2,64,1
1800,23,75,55,97,89,74,10,3,3,2,68,1
1801,24,61,50,31,82,68,3,4,1,1,68,0
1802,21,57,57,47,75,74,4,0,2,5,94,1
1803,25,74,77,63,78,41,3,5,12,2,60,1
1804,22,73,69,62,82,61,8,5,3,0,69,1
1805,18,89,95,36,78,85,6,1,9,4,98,1
1806,21,58,52,59,70,53,1,5,12,3,95,1
1807,20,59,77,68,69,42,0,7,5,4,96,1
1808,26,55,31,76,23,49,8,5,4,0,94,1
1809,25,58,49,83,67,85,0,3,2,1,76,0
1810,18,66,88,94,51,82,5,3,9,0,72,1
1811,23,81,75,76,70,97,1,8,7,5,65,1
1812,26,77,32,93,71,83,3,5,7,5,96,1
1813,24,79,84,93,93,63,5,7,6,5,91,1
1814,21,75,41,89,53,57,4,7,2,2,70,1
1815,18,78,69,95,55,79,10,6,0,1,76,1
1816,19,79,95,62,89,31,5,2,4,5,64,1
1817,22,86,45,42,62,55,2,0,0,3,65,0
1818,22,86,63,46,35,80,4,4,5,3,69,1
1819,25,59,73,77,78,76,1,1,10,0,92,1
1820,23,90,35,56,72,55,6,1,6,5,89,1
1821,25,93,93,25,38,90,2,6,11,2,80,1
1822,19,70,51,84,60,52,0,2,4,3,76,0
1823,20,87,47,25,100,66,7,7,3,4,86,1
1824,23,75,41,69,66,70,7,8,1,1,62,1
1825,20,63,81,41,73,81,2,7,4,4,88,1
1826,23,60,80,44,74,78,6,5,8,3,61,1
1827,23,89,100,98,38,56,8,4,3,3,88,1
1828,19,93,77,91,81,35,7,2,1,0,95,1
1829,24,76,48,70,78,95,2,2,12,0,93,1
1830,19,95,35,67,84,53,1,6,5,5,96,1
1831,23,59,56,89,87,67,9,4,7,1,60,1
1832,18,77,82,84,47,57,6,5,1,5,85,1
1833,20,71,77,79,37,57,6,5,8,0,60,1
1834,19,66,36,65,45,95,8,8,6,2,63,1
1835,24,77,88,55,38,90,4,0,12,1,98,1
1836,21,70,98,77,74,75,3,7,1,2,73,1
1837,25,57,40,95,76,98,7,4,10,5,77,1
1838,23,84,44,57,25,72,3,5,4,0,93,1
1839,21,76,93,30,20,88,3,5,4,1,60,1
1840,22,63,32,31,27,31,1,0,6,5,81,0
1841,26,83,98,61,70,44,0,2,12,3,75,1
1842,24,91,52,58,44,66,3,5,4,5,81,1
1843,26,77,82,90,66,100,6,8,10,4,75,1
1844,24,67,66,30,74,49,8,5,5,3,87,1
1845,18,86,38,55,83,64,8,5,8,2,87,1
1846,25,77,44,71,29,63,9,0,2,3,81,1
1847,21,71,32,50,75,60,0,8,2,5,65,1
1848,20,94,99,52,31,48,4,3,7,3,84,1
1849,24,75,46,32,52,97,6,1,9,4,61,1
1850,20,56,55,37,90,53,6,0,11,5,66,1
1851,25,91,50,60,36,68,9,2,5,4,76,1
1852,23,60,50,77,80,83,5,2,11,3,94,1
1853,22,72,40,75,29,68,10,4,9,4,79,1
1854,21,84,67,43,50,46,9,0,2,3,61,1
1855,25,76,64,92,79,48,3,6,1,1,66,1
1856,25,87,43,50,89,77,2,0,12,3,91,1
1857,18,84,43,74,36,64,8,3,1,0,78,1
1858,26,71,39,29,69,61,9,5,1,4,71,1
1859,22,86,41,79,56,76,3,0,4,4,68,1
1860,21,68,67,21,81,76,7,6,11,2,86,1
1861,23,64,63,34,99,93,0,6,4,2,73,1
1862,23,90,70,22,91,75,6,2,0,0,61,0
1863,19,88,39,62,96,64,5,3,1,4,80,1
1864,25,63,46,50,48,46,0,5,1,4,63,0
1865,24,82,46,89,51,71,3,6,3,2,80,1
1866,18,65,96,86,99,58,4,3,6,2,81,1
1867,22,68,91,75,30,99,10,8,2,3,61,1
1868,23,93,30,82,25,46,7,8,4,5,76,1
1869,21,73,41,94,54,43,3,8,10,4,78,1
1870,19,69,33,34,52,53,2,5,8,4,99,1
1871,21,82,71,29,37,86,1,1,4,3,83,0
1872,18,78,42,57,56,79,3,1,8,4,79,1
1873,24,62,33,66,32,86,10,3,0,0,97,1
1874,19,63,98,76,93,90,9,8,8,2,71,1
1875,19,87,48,69,100,68,3,2,4,2,84,1
1876,26,87,31,90,83,84,9,5,7,5,82,1
1877,22,73,41,34,20,65,4,1,4,2,93,0
1878,19,57,35,37,82,66,6,0,11,1,91,1
1879,26,64,37,21,53,43,8,4,5,0,83,1
1880,26,94,80,62,29,56,1,7,7,0,84,1
1881,18,55,40,45,26,60,4,1,1,3,62,0
1882,20,83,92,90,75,73,10,8,2,1,84,1
1883,21,88,86,57,99,97,9,7,10,4,87,1
1884,24,67,41,61,56,77,8,2,8,5,71,1
1885,21,55,31,24,48,86,2,0,4,0,85,0
1886,19,88,37,30,31,51,0,3,4,1,67,0
1887,24,83,40,84,36,33,1,7,8,1,64,1
1888,23,67,82,53,67,75,5,2,9,0,70,1
1889,20,83,39,20,45,88,4,1,2,3,94,0
1890,23,93,37,21,31,63,0,6,3,1,86,0
1891,23,78,65,39,40,40,0,3,6,2,100,0
1892,22,80,43,80,61,60,10,5,1,1,97,1
1893,21,71,83,40,80,40,3,4,7,4,78,1
1894,18,61,50,87,77,85,3,1,4,0,91,1
1895,23,67,79,31,73,67,5,1,0,4,87,1
1896,19,59,68,41,53,50,5,8,2,3,95,1
1897,20,80,49,39,26,39,9,1,8,5,77,1
1898,25,57,36,20,54,55,5,7,4,2,69,1
1899,23,61,38,49,34,37,0,7,7,0,91,0
1900,20,93,30,43,84,37,9,0,0,1,77,1
1901,24,55,55,33,44,89,8,0,6,2,71,1
1902,21,71,67,55,78,63,10,3,6,1,67,1
1903,26,79,67,88,98,45,6,1,7,3,92,1
1904,22,57,90,94,25,42,6,0,2,5,97,1
1905,20,69,73,43,71,51,10,8,0,0,73,1
1906,19,83,73,79,98,56,6,2,10,3,61,1
1907,19,86,91,74,40,93,1,0,8,3,68,1
1908,20,80,35,96,90,31,1,1,0,5,64,0
1909,19,70,46,99,51,55,5,7,10,3,93,1
1910,21,79,80,43,72,98,6,4,5,3,78,1
1911,19,82,67,96,78,59,2,6,8,1,66,1
1912,26,63,53,43,88,37,3,5,1,4,98,1
1913,19,55,80,73,81,67,2,0,3,1,76,0
1914,26,83,39,45,23,90,6,5,1,5,85,1
1915,23,76,50,85,37,94,6,6,3,2,86,1
1916,18,70,99,99,100,96,3,3,1,5,87,1
1917,21,95,86,57,75,75,6,7,11,5,79,1
1918,18,95,68,84,43,72,4,7,0,5,65,1
1919,23,61,62,94,85,88,0,6,10,5,67,1
1920,21,68,88,70,32,75,9,1,2,3,91,1
1921,20,83,47,54,81,64,3,5,7,5,78,1
1922,20,73,85,62,73,68,6,5,4,2,91,1
1923,26,73,86,48,34,80,1,6,3,5,78,1
1924,23,56,77,56,88,33,1,5,4,1,83,1
1925,26,95,71,100,22,80,0,1,5,3,83,1
1926,22,69,56,77,56,34,1,7,5,1,76,1
1927,19,57,81,73,56,84,9,3,4,3,77,1
1928,25,65,71,58,22,49,7,8,11,1,71,1
1929,22,84,61,61,82,53,10,7,10,0,100,1
1930,19,94,55,47,54,65,7,2,11,4,82,1
1931,21,72,54,48,71,63,7,2,5,4,77,1
1932,26,56,52,62,47,83,0,7,8,3,75,1
1933,21,86,86,22,37,63,0,1,4,0,75,0
1934,21,62,81,29,55,46,9,8,12,2,95,1
1935,19,76,60,78,52,34,3,3,5,0,82,1
1936,23,60,93,33,83,47,5,5,3,3,81,1
1937,19,66,100,95,45,84,7,2,12,0,98,1
1938,24,94,62,66,67,82,1,2,2,2,92,1
1939,20,90,31,61,59,79,2,2,12,3,83,1
1940,20,69,47,51,36,74,5,1,11,4,79,1
1941,22,82,76,51,59,42,9,7,5,5,92,1
1942,20,72,62,61,26,45,3,8,10,0,90,1
1943,19,56,64,51,76,42,1,7,10,4,99,1
1944,26,67,80,45,27,49,6,2,4,4,67,1
1945,19,69,47,20,75,95,3,6,3,1,69,0
1946,19,74,59,75,50,76,7,1,4,2,60,1
1947,25,83,73,21,78,48,7,3,6,5,80,1
1948,26,83,82,100,77,74,6,5,0,0,84,1
1949,24,57,39,49,31,66,9,4,0,4,91,1
1950,20,73,81,90,67,83,8,8,10,4,69,1
1951,26,57,78,71,50,35,3,3,12,2,68,1
1952,20,68,40,28,82,43,6,4,0,5,79,1
1953,22,94,95,41,93,33,9,3,1,5,79,1
1954,26,58,87,53,58,84,9,7,8,4,99,1
1955,20,65,65,68,95,63,0,7,12,4,66,1
1956,24,85,62,20,39,56,3,2,4,4,70,0
1957,18,86,76,92,67,36,1,0,8,4,80,1
1958,21,81,42,72,90,32,8,5,12,1,97,1
1959,21,84,69,59,73,76,4,1,4,1,78,1
1960,24,56,97,64,97,31,2,1,6,5,74,1
1961,25,63,71,87,94,54,3,2,5,3,65,1
1962,18,82,48,28,90,89,5,7,1,0,69,1
1963,22,85,48,41,48,53,9,2,2,2,75,1
1964,24,88,87,37,93,44,0,6,4,3,70,1
1965,21,69,52,95,92,43,6,8,3,1,94,1
1966,21,79,83,62,67,83,7,7,10,1,67,1
1967,21,90,94,58,93,35,6,0,5,1,87,1
1968,23,62,41,92,75,47,6,6,7,3,62,1
1969,24,63,53,25,36,49,8,6,7,1,61,1
1970,19,91,63,67,28,91,3,7,2,3,73,1
1971,22,93,82,26,53,69,6,4,3,1,88,1
1972,21,86,37,99,64,68,8,8,0,4,62,1
1973,20,71,47,88,28,81,4,8,1,4,60,1
1974,24,89,86,35,26,61,1,7,12,0,74,1
1975,23,91,34,20,35,56,4,5,8,1,79,1
1976,24,73,55,56,38,81,3,5,11,0,81,1
1977,22,83,59,56,25,92,7,0,9,3,93,1
1978,23,61,83,100,30,92,4,5,9,0,92,1
1979,22,82,42,83,95,46,8,3,1,1,68,1
1980,24,63,58,81,80,78,8,3,11,3,62,1
1981,19,82,32,91,61,52,2,1,5,3,61,1
1982,22,60,87,80,32,42,9,3,6,4,63,1
1983,23,83,31,52,31,52,5,4,5,3,75,1
1984,23,71,57,85,93,86,5,4,7,3,92,1
1985,22,70,31,49,39,91,3,4,8,0,68,1
1986,24,77,36,39,69,83,10,3,7,5,99,1
1987,25,85,55,79,55,49,9,0,4,3,97,1
1988,24,57,45,93,88,81,2,7,7,2,77,1
1989,22,75,52,43,56,52,0,2,9,5,75,1
1990,18,80,69,23,31,64,6,1,9,4,67,1
1991,22,90,89,56,59,96,4,8,8,4,82,1
1992,19,91,61,23,73,63,9,6,7,3,95,1
1993,22,76,44,96,21,62,6,8,1,0,62,1
1994,22,66,42,96,69,75,0,1,1,5,74,1
1995,19,67,34,37,60,74,7,8,11,4,97,1
1996,22,65,81,85,64,48,2,8,2,4,92,1
1997,21,70,70,67,28,44,6,8,6,2,77,1
1998,18,62,82,52,81,95,2,3,8,3,82,1
1999,20,94,79,77,66,68,2,2,7,5,62,1
