ShipmentID,OriginCity,DestinationCity,DistanceKM,PackageWeightKG,PackageSize,TransportMode,DispatchTime,ScheduledDeliveryDays,TrafficCondition,WeatherCondition,OperationalDisruption,NumStops,DeliveryPartner,CustomerPriority,ActualDeliveryDays,DelayCategory
10453,Delhi,Mumbai,1100.7,5.06,Oversize,Road,2024-08-31 14:00:00,4,Heavy,Stormy,None,4,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10454,Bangalore,Mumbai,1416.0,3.9,Oversize,Rail,2024-12-03 16:00:00,9,Clear,Rainy,None,3,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10455,Chennai,Bangalore,855.6,9.67,Large,Rail,2024-04-18 03:00:00,6,Clear,Clear,None,2,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10456,Mumbai,Mumbai,950.0,1.91,Large,Air,2024-12-07 00:00:00,1,Moderate,Clear,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10457,Kolkata,Mumbai,991.2,5.95,Medium,Air,2024-10-25 11:00:00,8,Clear,Clear,None,4,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10458,Kolkata,Delhi,801.4,6.79,Oversize,Road,2024-01-31 19:00:00,5,Heavy,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10459,Delhi,Hyderabad,295.7,9.24,Small,Road,2024-12-24 15:00:00,2,Moderate,Rainy,None,2,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10460,Mumbai,Kolkata,528.1,0.5,Large,Rail,2024-11-20 06:00:00,8,Jam,Rainy,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10461,Delhi,Kolkata,592.8,5.01,Small,Sea,2024-12-08 07:00:00,8,Heavy,Stormy,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10462,Kolkata,Bangalore,1092.4,5.86,Medium,Road,2024-06-02 23:00:00,6,Clear,Rainy,System Outage,3,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10463,Kolkata,Mumbai,1078.3,0.5,Medium,Road,2024-06-21 14:00:00,9,Moderate,Clear,Vehicle Breakdown,1,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10464,Delhi,Kolkata,673.7,7.53,Medium,Road,2024-06-18 16:00:00,7,Moderate,Clear,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10465,Hyderabad,Hyderabad,823.4,5.63,Small,Road,2024-03-20 09:00:00,5,Heavy,Clear,Vehicle Breakdown,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10466,Kolkata,Hyderabad,701.7,0.5,Medium,Rail,2024-11-21 13:00:00,1,Clear,Rainy,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10467,Bangalore,Delhi,555.5,6.98,Large,Road,2024-02-05 10:00:00,5,Moderate,Rainy,None,3,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10468,Delhi,Mumbai,370.8,1.99,Oversize,Rail,2024-10-17 02:00:00,2,Moderate,Clear,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10469,Mumbai,Bangalore,330.7,5.35,Medium,Air,2024-05-21 00:00:00,1,Clear,Clear,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10470,Hyderabad,Hyderabad,719.8,0.5,Large,Rail,2024-04-27 23:00:00,6,Moderate,Clear,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10471,Kolkata,Delhi,476.8,2.28,Medium,Rail,2024-05-07 14:00:00,5,Clear,Clear,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,Major Delay
10472,Chennai,Kolkata,634.8,5.51,Oversize,Air,2024-09-12 22:00:00,4,Clear,Rainy,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10473,Kolkata,Kolkata,1272.5,4.23,Small,Road,2024-03-01 08:00:00,6,Moderate,Clear,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10474,Delhi,Bangalore,1097.1,7.14,Small,Road,2024-04-06 11:00:00,1,Moderate,Clear,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10475,Delhi,Mumbai,594.3,2.1,Oversize,Rail,2024-07-16 19:00:00,2,Moderate,Rainy,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10476,Chennai,Delhi,728.5,5.78,Oversize,Road,2024-04-27 21:00:00,6,Moderate,Clear,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10477,Mumbai,Delhi,820.2,3.71,Medium,Air,2024-10-16 09:00:00,3,Jam,Clear,System Outage,2,Internal,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10478,Chennai,Hyderabad,1039.9,5.43,Large,Air,2024-10-27 18:00:00,1,Clear,Clear,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10479,Mumbai,Mumbai,646.6,4.69,Large,Air,2024-09-06 09:00:00,6,Clear,Clear,None,2,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10480,Delhi,Mumbai,1050.6,2.57,Small,Road,2024-10-12 10:00:00,2,Clear,Clear,None,0,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10481,Delhi,Chennai,559.6,5.23,Small,Road,2024-01-21 03:00:00,5,Moderate,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10482,Bangalore,Hyderabad,977.4,4.08,Large,Road,2024-06-15 11:00:00,7,Clear,Clear,System Outage,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10483,Chennai,Chennai,580.0,2.38,Large,Air,2024-02-07 12:00:00,7,Moderate,Clear,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,Major Delay
10484,Kolkata,Bangalore,779.8,4.91,Oversize,Road,2024-07-29 09:00:00,3,Clear,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10485,Kolkata,Mumbai,750.2,6.27,Medium,Rail,2024-12-15 20:00:00,5,Clear,Clear,None,1,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10486,Delhi,Mumbai,1052.7,0.5,Medium,Road,2024-07-01 22:00:00,4,Clear,Stormy,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10487,Delhi,Chennai,1006.8,12.62,Medium,Road,2024-06-18 03:00:00,1,Heavy,Clear,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10488,Delhi,Bangalore,1282.8,4.93,Small,Rail,2024-08-13 03:00:00,5,Heavy,Foggy,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10489,Mumbai,Kolkata,547.5,5.71,Medium,Rail,2024-03-12 22:00:00,8,Clear,Clear,None,1,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10490,Mumbai,Hyderabad,52.4,0.5,Oversize,Rail,2024-11-12 07:00:00,3,Moderate,Clear,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10491,Chennai,Kolkata,826.9,1.28,Oversize,Road,2024-07-23 03:00:00,5,Heavy,Clear,Vehicle Breakdown,0,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10492,Hyderabad,Delhi,439.9,8.88,Small,Road,2024-07-09 13:00:00,8,Moderate,Rainy,None,4,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10493,Kolkata,Chennai,524.0,3.13,Small,Air,2024-07-24 23:00:00,7,Clear,Clear,None,0,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10494,Kolkata,Kolkata,711.7,0.58,Small,Road,2024-06-18 07:00:00,8,Moderate,Clear,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10495,Chennai,Kolkata,704.7,8.49,Oversize,Road,2024-12-25 05:00:00,3,Moderate,Foggy,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10496,Hyderabad,Bangalore,190.4,3.12,Oversize,Road,2024-11-25 02:00:00,5,Clear,Clear,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,Cancelled
10497,Mumbai,Kolkata,692.0,6.66,Medium,Road,2024-10-06 17:00:00,1,Clear,Clear,None,4,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10498,Kolkata,Chennai,1020.8,0.5,Large,Sea,2024-10-09 03:00:00,2,Clear,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10499,Chennai,Kolkata,1224.9,7.28,Oversize,Road,2024-08-02 21:00:00,5,Moderate,Clear,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10500,Kolkata,Mumbai,509.1,9.72,Small,Air,2024-01-15 20:00:00,6,Heavy,Rainy,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10501,Kolkata,Mumbai,561.6,2.9,Large,Sea,2024-10-05 06:00:00,4,Moderate,Clear,Strike,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10502,Mumbai,Mumbai,966.7,5.01,Medium,Road,2024-04-12 02:00:00,4,Heavy,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10503,Kolkata,Bangalore,979.9,7.55,Small,Road,2024-12-09 08:00:00,3,Clear,Clear,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10504,Delhi,Bangalore,853.8,3.0,Medium,Air,2024-08-23 18:00:00,8,Jam,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10505,Mumbai,Delhi,635.9,3.18,Small,Road,2024-05-20 19:00:00,4,Clear,Stormy,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10506,Delhi,Bangalore,1226.7,3.77,Oversize,Air,2024-03-16 14:00:00,4,Clear,Clear,None,3,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10507,Mumbai,Mumbai,1294.2,3.25,Large,Rail,2024-08-07 20:00:00,9,Moderate,Clear,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10508,Bangalore,Hyderabad,983.6,3.47,Medium,Road,2024-05-30 22:00:00,5,Moderate,Rainy,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10509,Delhi,Chennai,783.8,10.89,Oversize,Road,2024-12-04 00:00:00,3,Clear,Clear,System Outage,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10510,Chennai,Hyderabad,1024.0,4.81,Oversize,Rail,2024-12-29 21:00:00,1,Moderate,Foggy,None,3,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10511,Delhi,Hyderabad,1071.4,3.44,Medium,Road,2024-05-14 20:00:00,9,Clear,Clear,None,2,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10512,Chennai,Bangalore,398.6,6.05,Oversize,Road,2024-10-15 16:00:00,5,Clear,Rainy,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10513,Bangalore,Bangalore,971.4,0.5,Large,Road,2024-02-07 15:00:00,9,Heavy,Clear,None,1,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10514,Hyderabad,Kolkata,509.7,4.54,Oversize,Air,2024-09-02 11:00:00,2,Heavy,Foggy,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10515,Mumbai,Chennai,506.4,3.64,Oversize,Air,2024-10-26 03:00:00,3,Moderate,Rainy,None,2,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10516,Bangalore,Mumbai,1197.2,6.79,Large,Road,2024-01-23 05:00:00,9,Heavy,Clear,None,2,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10517,Hyderabad,Kolkata,703.5,4.85,Small,Rail,2024-06-29 16:00:00,7,Moderate,Clear,None,3,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10518,Chennai,Kolkata,408.3,4.75,Small,Air,2024-10-27 16:00:00,9,Moderate,Clear,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10519,Chennai,Kolkata,913.0,6.35,Oversize,Road,2024-09-15 03:00:00,8,Clear,Rainy,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10520,Delhi,Kolkata,1319.5,7.29,Large,Rail,2024-11-10 20:00:00,9,Heavy,Rainy,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10521,Delhi,Delhi,887.2,6.42,Large,Air,2024-05-02 01:00:00,9,Jam,Clear,None,4,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10522,Delhi,Kolkata,942.0,4.41,Large,Rail,2024-05-08 05:00:00,4,Moderate,Rainy,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10523,Bangalore,Hyderabad,763.5,3.2,Large,Rail,2024-11-06 09:00:00,5,Moderate,Clear,None,1,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10524,Kolkata,Hyderabad,916.3,0.5,Small,Air,2024-02-07 13:00:00,1,Clear,Clear,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10525,Kolkata,Mumbai,314.6,8.2,Medium,Road,2024-12-04 12:00:00,2,Moderate,Clear,None,2,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10526,Chennai,Chennai,795.4,7.0,Large,Rail,2024-06-27 13:00:00,7,Moderate,Clear,None,0,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10527,Bangalore,Delhi,780.6,13.55,Medium,Rail,2024-09-18 20:00:00,7,Clear,Clear,None,4,3PL-C,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10528,Mumbai,Kolkata,1491.4,9.6,Oversize,Road,2024-06-05 00:00:00,1,Moderate,Foggy,None,4,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10529,Chennai,Bangalore,900.4,0.5,Small,Air,2024-08-11 13:00:00,1,Moderate,Clear,Vehicle Breakdown,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10530,Hyderabad,Bangalore,786.8,6.15,Large,Air,2024-01-02 00:00:00,7,Clear,Clear,None,4,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10531,Kolkata,Delhi,50.0,5.66,Large,Air,2024-02-16 11:00:00,3,Moderate,Clear,None,2,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10532,Kolkata,Hyderabad,110.8,3.88,Oversize,Road,2024-10-17 07:00:00,6,Heavy,Clear,None,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10533,Bangalore,Kolkata,531.7,3.24,Large,Air,2024-09-08 13:00:00,6,Heavy,Rainy,None,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10534,Kolkata,Mumbai,1153.1,4.82,Medium,Road,2024-01-03 14:00:00,8,Clear,Rainy,None,4,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10535,Kolkata,Hyderabad,790.2,1.76,Large,Road,2024-10-12 22:00:00,4,Jam,Rainy,None,1,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10536,Chennai,Mumbai,493.9,8.7,Oversize,Road,2024-12-23 00:00:00,3,Heavy,Foggy,Vehicle Breakdown,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10537,Chennai,Bangalore,1163.9,3.99,Small,Road,2024-07-31 06:00:00,4,Moderate,Rainy,None,1,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10538,Mumbai,Hyderabad,859.8,3.51,Medium,Sea,2024-05-03 22:00:00,7,Moderate,Foggy,None,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10539,Bangalore,Hyderabad,1469.9,7.56,Large,Rail,2024-11-18 08:00:00,4,Moderate,Clear,None,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10540,Bangalore,Kolkata,843.4,5.5,Oversize,Rail,2024-01-07 11:00:00,4,Moderate,Foggy,None,2,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10541,Kolkata,Hyderabad,836.7,3.72,Medium,Rail,2024-09-19 15:00:00,8,Jam,Clear,None,1,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10542,Delhi,Mumbai,481.8,6.8,Oversize,Road,2024-10-29 14:00:00,2,Heavy,Rainy,None,2,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10543,Delhi,Kolkata,372.5,8.14,Small,Road,2024-04-09 07:00:00,3,Jam,Rainy,None,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10544,Kolkata,Chennai,424.5,8.34,Large,Road,2024-02-02 02:00:00,2,Clear,Clear,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10545,Chennai,Kolkata,520.4,8.24,Medium,Road,2024-08-18 18:00:00,9,Clear,Clear,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10546,Chennai,Chennai,606.3,13.63,Large,Road,2024-09-07 03:00:00,9,Moderate,Clear,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10547,Mumbai,Kolkata,797.0,6.46,Large,Road,2024-12-05 00:00:00,6,Clear,Clear,None,3,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10548,Kolkata,Delhi,1232.9,7.47,Large,Rail,2024-03-07 15:00:00,5,Moderate,Stormy,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10549,Delhi,Chennai,124.9,6.82,Medium,Rail,2024-02-07 19:00:00,1,Clear,Clear,None,1,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10550,Chennai,Hyderabad,365.3,8.9,Medium,Rail,2024-07-05 23:00:00,9,Heavy,Clear,Strike,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10551,Kolkata,Bangalore,963.7,4.7,Small,Rail,2024-02-01 04:00:00,8,Clear,Clear,None,3,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10552,Hyderabad,Delhi,408.3,10.85,Oversize,Rail,2024-05-17 00:00:00,6,Clear,Clear,None,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,On-Time
10553,Bangalore,Mumbai,502.7,4.9,Large,Rail,2024-06-10 18:00:00,9,Clear,Rainy,None,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,Major Delay
10554,Kolkata,Delhi,706.9,6.36,Medium,Rail,2024-03-11 17:00:00,6,Jam,Rainy,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10555,Chennai,Mumbai,1151.0,3.56,Small,Road,2024-07-05 17:00:00,1,Clear,Clear,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10556,Mumbai,Delhi,807.1,7.39,Medium,Road,2024-11-25 00:00:00,8,Clear,Clear,Strike,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10557,Bangalore,Bangalore,732.0,3.09,Small,Road,2024-10-25 15:00:00,7,Heavy,Clear,None,4,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Cancelled
10558,Bangalore,Mumbai,772.8,1.98,Medium,Road,2024-05-01 14:00:00,2,Jam,Clear,None,4,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10559,Mumbai,Delhi,902.9,8.09,Small,Road,2024-06-26 11:00:00,6,Moderate,Clear,None,1,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10560,Bangalore,Chennai,740.5,3.02,Large,Road,2024-01-01 16:00:00,2,Clear,Clear,None,3,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10561,Delhi,Bangalore,429.9,2.87,Medium,Air,2024-04-22 21:00:00,7,Clear,Rainy,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10562,Mumbai,Bangalore,1058.7,9.89,Oversize,Road,2024-04-29 19:00:00,4,Clear,Clear,None,1,Internal,High,<function <lambda> at 0x7cd864291300>,Cancelled
10563,Chennai,Kolkata,50.0,1.49,Medium,Air,2024-04-03 01:00:00,6,Clear,Clear,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10564,Hyderabad,Kolkata,510.6,8.47,Oversize,Rail,2024-07-18 13:00:00,3,Moderate,Clear,None,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10565,Bangalore,Bangalore,922.5,7.57,Medium,Road,2024-11-04 09:00:00,4,Moderate,Foggy,None,1,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10566,Hyderabad,Kolkata,724.6,0.5,Oversize,Rail,2024-08-25 00:00:00,2,Clear,Rainy,System Outage,2,3PL-A,High,<function <lambda> at 0x7cd864291300>,Cancelled
10567,Kolkata,Mumbai,820.6,5.92,Small,Air,2024-06-10 23:00:00,4,Heavy,Clear,None,4,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10568,Hyderabad,Chennai,377.5,6.57,Oversize,Road,2024-10-16 06:00:00,4,Heavy,Clear,System Outage,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10569,Hyderabad,Bangalore,858.0,0.59,Small,Road,2024-12-29 10:00:00,6,Moderate,Clear,None,1,3PL-C,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10570,Hyderabad,Kolkata,596.0,6.52,Medium,Sea,2024-10-15 07:00:00,4,Clear,Rainy,None,2,3PL-B,High,<function <lambda> at 0x7cd864291300>,On-Time
10571,Bangalore,Kolkata,1357.9,4.25,Small,Road,2024-07-29 17:00:00,2,Clear,Foggy,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10572,Chennai,Kolkata,595.3,1.94,Oversize,Road,2024-06-23 03:00:00,6,Moderate,Foggy,None,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10573,Chennai,Chennai,526.8,5.18,Large,Road,2024-04-19 22:00:00,9,Clear,Clear,Strike,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,On-Time
10574,Mumbai,Mumbai,982.1,2.9,Large,Road,2024-01-19 19:00:00,7,Moderate,Stormy,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10575,Delhi,Mumbai,545.8,5.85,Medium,Rail,2024-12-19 11:00:00,7,Clear,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10576,Delhi,Bangalore,1379.8,5.6,Medium,Road,2024-01-20 11:00:00,5,Moderate,Clear,None,2,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10577,Hyderabad,Hyderabad,623.4,5.49,Medium,Road,2024-05-11 07:00:00,8,Heavy,Rainy,None,3,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10578,Hyderabad,Hyderabad,854.8,5.99,Medium,Road,2024-01-06 23:00:00,8,Clear,Rainy,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10579,Bangalore,Hyderabad,756.1,5.34,Large,Air,2024-11-18 21:00:00,4,Heavy,Clear,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10580,Mumbai,Mumbai,562.4,7.69,Small,Road,2024-11-06 11:00:00,4,Moderate,Clear,System Outage,2,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10581,Kolkata,Delhi,719.0,5.59,Large,Road,2024-08-22 16:00:00,9,Clear,Rainy,System Outage,2,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10582,Chennai,Hyderabad,1044.4,5.9,Oversize,Rail,2024-02-25 06:00:00,3,Heavy,Foggy,None,2,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10583,Bangalore,Hyderabad,578.4,3.4,Medium,Air,2024-03-02 14:00:00,8,Clear,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
10584,Bangalore,Chennai,715.4,0.5,Medium,Road,2024-10-07 22:00:00,4,Heavy,Clear,None,0,3PL-C,High,<function <lambda> at 0x7cd864291300>,On-Time
10585,Hyderabad,Bangalore,722.1,6.51,Oversize,Air,2024-08-12 22:00:00,9,Clear,Clear,None,3,3PL-C,Low,<function <lambda> at 0x7cd864291300>,On-Time
10586,Bangalore,Kolkata,739.3,2.89,Large,Road,2024-07-03 02:00:00,9,Clear,Clear,None,4,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10587,Delhi,Hyderabad,891.9,0.76,Medium,Air,2024-05-08 08:00:00,1,Clear,Clear,None,4,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10588,Kolkata,Kolkata,846.2,4.3,Small,Road,2024-08-21 05:00:00,8,Heavy,Clear,None,1,3PL-A,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10589,Kolkata,Mumbai,890.6,1.24,Small,Sea,2024-08-02 12:00:00,8,Moderate,Clear,None,1,3PL-B,Low,<function <lambda> at 0x7cd864291300>,Major Delay
10590,Chennai,Kolkata,137.1,6.72,Medium,Road,2024-12-08 15:00:00,4,Moderate,Clear,None,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10591,Kolkata,Chennai,654.4,6.23,Small,Sea,2024-08-19 08:00:00,3,Clear,Rainy,None,4,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10592,Bangalore,Mumbai,1113.1,10.33,Small,Air,2024-12-30 14:00:00,5,Heavy,Rainy,None,0,3PL-A,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10593,Delhi,Hyderabad,1033.5,2.42,Medium,Road,2024-08-10 22:00:00,2,Clear,Clear,Strike,2,3PL-C,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10594,Chennai,Mumbai,448.2,0.51,Large,Rail,2024-09-28 19:00:00,8,Clear,Stormy,None,0,Internal,Medium,<function <lambda> at 0x7cd864291300>,On-Time
10595,Delhi,Delhi,1211.9,5.17,Medium,Air,2024-05-24 22:00:00,4,Clear,Rainy,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10596,Hyderabad,Bangalore,559.6,4.87,Large,Road,2024-02-23 21:00:00,3,Moderate,Foggy,None,0,Internal,High,<function <lambda> at 0x7cd864291300>,On-Time
10597,Bangalore,Delhi,1044.9,0.5,Oversize,Rail,2024-09-03 22:00:00,2,Clear,Clear,None,3,Internal,Low,<function <lambda> at 0x7cd864291300>,On-Time
10598,Hyderabad,Kolkata,689.7,4.99,Small,Road,2024-07-11 08:00:00,5,Moderate,Foggy,None,3,3PL-A,High,<function <lambda> at 0x7cd864291300>,On-Time
10599,Chennai,Hyderabad,636.6,3.76,Medium,Road,2024-07-13 15:00:00,9,Moderate,Foggy,None,2,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10600,Kolkata,Bangalore,410.0,6.07,Small,Road,2024-04-18 18:00:00,8,Heavy,Stormy,None,4,3PL-A,High,<function <lambda> at 0x7cd864291300>,Minor Delay
10601,Hyderabad,Chennai,742.5,5.44,Small,Rail,2024-05-01 08:00:00,1,Heavy,Clear,None,0,3PL-B,Medium,<function <lambda> at 0x7cd864291300>,Major Delay
10602,Mumbai,Kolkata,442.2,1.44,Oversize,Road,2024-08-22 02:00:00,2,Heavy,Clear,None,0,Internal,Low,<function <lambda> at 0x7cd864291300>,Minor Delay
10603,Delhi,Delhi,51.5,5.66,Small,Rail,2024-02-25 23:00:00,3,Clear,Stormy,Strike,2,Internal,Medium,<function <lambda> at 0x7cd864291300>,Minor Delay
