Sample_ID,Soil_Texture,pH_Level,Organic_Matter_Percent,Nitrogen_Content_ppm,Phosphorus_Content_ppm,Potassium_Content_ppm,Calcium_Content_ppm,Magnesium_Content_ppm,Sulfur_Content_ppm,Moisture_Content_Percent,Electrical_Conductivity_dS/m,Geographical_Region,Soil_Type
SOIL00828,Clayey,5.91,5.92,42,9,156,947,18,16,6.78,0.34,West,Neutral Soil
SOIL00829,Sandy,8.3,2.54,41,32,76,1777,428,7,13.19,1.54,East,Light Soil
SOIL00830,Chalky,7.82,1.81,15,17,199,291,439,60,24.83,0.92,North,Light Soil
SOIL00831,Loamy,6.31,9.3,37,20,147,499,302,65,21.77,1.02,Central,Neutral Soil
SOIL00832,Chalky,5.83,5.73,25,39,168,1379,141,18,18.48,0.21,Central,Light Soil
SOIL00833,Loamy,7.08,6.48,22,38,186,1062,421,84,18.4,1.9,Central,Neutral Soil
SOIL00834,Chalky,5.15,0.8,19,20,197,615,324,54,6.63,1.26,Central,Light Soil
SOIL00835,Loamy,7.82,6.72,23,21,69,259,338,5,22.26,2.15,Central,Neutral Soil
SOIL00836,Silty,5.97,6.33,49,31,215,1785,113,80,10.0,1.34,West,Neutral Soil
SOIL00837,Chalky,7.32,2.74,20,31,292,1787,420,55,5.76,2.28,West,Light Soil
SOIL00838,Silty,7.48,7.12,19,37,163,1729,436,82,12.77,1.65,Central,Neutral Soil
SOIL00839,Sandy,7.58,5.28,23,28,226,1678,120,78,15.36,1.16,Central,Light Soil
SOIL00840,Chalky,6.18,3.93,42,24,253,1154,95,77,8.04,1.86,North,Light Soil
SOIL00841,Clayey,6.64,4.86,13,27,179,1610,392,35,6.03,0.73,North,Neutral Soil
SOIL00842,Chalky,8.98,5.89,31,30,225,690,60,38,16.11,0.85,West,Light Soil
SOIL00843,Sandy,6.75,3.23,38,18,225,1521,82,77,26.19,1.96,North,Light Soil
SOIL00844,Loamy,6.67,8.02,28,39,286,502,350,46,13.2,1.18,East,Neutral Soil
SOIL00845,Sandy,8.69,4.83,44,11,165,155,77,60,24.99,1.8,North,Light Soil
SOIL00846,Silty,7.06,9.13,15,22,202,1849,330,48,27.87,1.31,Central,Neutral Soil
SOIL00847,Chalky,5.94,9.84,44,10,77,1351,121,95,23.45,1.52,South,Light Soil
SOIL00848,Chalky,4.68,7.5,5,8,160,972,156,84,5.56,0.43,North,Light Soil
SOIL00849,Chalky,7.17,8.16,40,10,175,1493,125,12,14.0,1.52,East,Light Soil
SOIL00850,Silty,8.35,8.56,46,14,225,812,69,9,25.52,0.77,Central,Alkaline Soil
SOIL00851,Sandy,5.12,1.43,44,4,276,463,367,81,25.01,0.35,Central,Light Soil
SOIL00852,Clayey,5.42,8.09,9,24,144,619,337,83,23.9,0.73,North,Acidic Soil
SOIL00853,Chalky,5.36,2.53,46,26,80,1238,409,21,7.24,1.93,East,Light Soil
SOIL00854,Clayey,5.46,8.93,45,33,294,329,465,70,12.31,1.93,North,Acidic Soil
SOIL00855,Silty,4.91,2.11,5,3,259,616,480,31,20.12,1.25,North,Acidic Soil
SOIL00856,Clayey,7.44,6.64,32,38,155,992,134,28,19.02,0.18,South,Neutral Soil
SOIL00857,Peaty,8.4,4.54,20,37,244,347,50,30,29.76,0.21,West,Alkaline Soil
SOIL00858,Peaty,7.47,1.27,5,21,230,119,49,21,25.29,2.43,South,Neutral Soil
SOIL00859,Sandy,7.24,5.99,31,21,109,924,46,44,24.35,1.44,West,Light Soil
SOIL00860,Peaty,8.25,4.42,35,3,53,1558,337,76,25.08,0.92,West,Alkaline Soil
SOIL00861,Peaty,5.87,8.56,11,4,196,1422,470,45,17.08,0.99,South,Neutral Soil
SOIL00862,Peaty,7.11,7.14,26,36,75,891,402,83,22.18,1.76,West,Neutral Soil
SOIL00863,Sandy,7.89,5.83,43,18,256,1661,283,61,7.06,0.23,East,Light Soil
SOIL00864,Sandy,6.43,5.78,18,35,193,240,27,35,18.18,1.24,North,Light Soil
SOIL00865,Chalky,5.67,3.02,35,17,253,1726,24,72,13.19,1.6,South,Light Soil
SOIL00866,Chalky,7.86,5.83,47,33,135,1880,81,11,15.6,0.34,North,Light Soil
SOIL00867,Loamy,8.66,4.35,7,29,78,634,79,61,11.49,0.52,East,Alkaline Soil
SOIL00868,Chalky,5.68,2.57,18,32,198,600,386,94,19.62,1.11,East,Light Soil
SOIL00869,Silty,6.51,6.8,9,17,80,1518,237,92,9.11,1.48,Central,Neutral Soil
SOIL00870,Sandy,5.66,2.35,13,11,207,673,391,35,27.07,1.91,South,Light Soil
SOIL00871,Clayey,8.71,0.96,6,9,81,1514,102,38,7.39,0.99,North,Alkaline Soil
SOIL00872,Sandy,4.63,7.33,27,10,261,831,45,88,25.79,0.17,West,Light Soil
SOIL00873,Clayey,8.27,7.12,27,26,59,192,397,93,12.58,1.9,West,Alkaline Soil
SOIL00874,Loamy,6.55,9.69,7,35,178,1243,431,35,5.18,1.13,Central,Neutral Soil
SOIL00875,Chalky,6.2,3.0,47,37,160,1378,133,72,21.26,2.35,East,Light Soil
SOIL00876,Clayey,7.43,1.62,26,28,133,1729,17,12,18.41,1.66,South,Neutral Soil
SOIL00877,Peaty,8.17,9.92,31,37,246,1623,67,87,17.95,1.93,West,Alkaline Soil
SOIL00878,Silty,8.62,7.87,10,23,242,870,383,51,13.03,0.36,Central,Alkaline Soil
SOIL00879,Silty,4.63,7.65,7,35,285,1907,173,55,6.43,1.04,North,Acidic Soil
SOIL00880,Chalky,6.11,1.07,38,8,138,697,132,63,29.61,0.8,West,Light Soil
SOIL00881,Peaty,6.64,1.67,21,7,279,389,249,97,25.01,2.12,North,Neutral Soil
SOIL00882,Clayey,7.47,4.51,33,36,291,1341,393,31,17.39,1.94,South,Neutral Soil
SOIL00883,Silty,6.24,5.93,20,11,120,1894,386,45,11.56,0.98,East,Neutral Soil
SOIL00884,Loamy,5.4,1.41,36,9,153,1280,46,75,25.11,1.9,North,Acidic Soil
SOIL00885,Clayey,6.21,6.72,33,18,198,1020,111,44,6.82,1.07,North,Neutral Soil
SOIL00886,Chalky,7.49,9.17,34,6,50,1993,437,6,29.36,0.87,West,Light Soil
SOIL00887,Clayey,5.2,3.01,16,12,289,1219,487,35,12.67,0.88,West,Acidic Soil
SOIL00888,Chalky,4.97,4.95,39,31,146,816,12,95,11.23,0.24,Central,Light Soil
SOIL00889,Loamy,4.93,5.35,45,26,232,1938,307,49,29.16,0.12,South,Acidic Soil
SOIL00890,Peaty,5.82,6.29,24,4,134,666,263,56,22.96,0.13,South,Neutral Soil
SOIL00891,Peaty,7.84,2.84,39,39,154,1398,111,79,10.29,0.82,West,Neutral Soil
SOIL00892,Clayey,5.93,1.48,30,9,246,1712,189,17,6.51,1.35,East,Neutral Soil
SOIL00893,Chalky,4.97,9.68,44,16,211,522,66,74,18.86,0.68,South,Light Soil
SOIL00894,Clayey,7.77,8.82,41,36,142,1419,93,59,10.46,0.56,West,Neutral Soil
SOIL00895,Peaty,5.28,7.99,34,32,117,891,328,43,6.41,0.73,East,Acidic Soil
SOIL00896,Clayey,7.0,4.88,43,32,158,1081,222,53,27.38,0.85,West,Neutral Soil
SOIL00897,Loamy,6.15,0.65,23,33,187,1162,127,10,7.17,1.36,South,Neutral Soil
SOIL00898,Peaty,5.58,4.66,8,8,52,1231,368,18,9.2,0.19,Central,Neutral Soil
SOIL00899,Peaty,5.37,6.02,36,20,100,1999,140,80,14.6,1.65,South,Acidic Soil
SOIL00900,Clayey,4.51,2.76,15,15,191,1457,62,78,25.88,0.55,West,Acidic Soil
SOIL00901,Silty,8.38,6.59,27,35,160,1036,287,62,14.51,1.44,East,Alkaline Soil
SOIL00902,Clayey,7.22,4.83,6,20,273,1157,402,25,6.93,1.29,South,Neutral Soil
SOIL00903,Clayey,8.63,2.78,25,9,280,304,407,98,26.74,1.29,West,Alkaline Soil
SOIL00904,Chalky,5.06,8.4,26,12,146,1586,392,72,5.77,2.3,Central,Light Soil
SOIL00905,Sandy,6.65,1.77,36,21,69,224,184,43,22.31,1.2,West,Light Soil
SOIL00906,Loamy,7.69,4.38,14,3,83,1934,66,43,22.76,0.44,North,Neutral Soil
SOIL00907,Peaty,5.63,6.67,33,39,120,768,18,47,9.97,0.68,West,Neutral Soil
SOIL00908,Loamy,6.69,7.19,18,7,273,1297,218,99,6.74,0.43,Central,Neutral Soil
SOIL00909,Loamy,6.95,4.19,6,11,93,938,256,17,8.4,0.41,Central,Neutral Soil
SOIL00910,Clayey,7.75,9.62,39,29,257,199,95,57,6.92,0.7,West,Neutral Soil
SOIL00911,Clayey,4.91,6.98,8,4,259,1846,322,47,5.09,2.45,West,Acidic Soil
SOIL00912,Peaty,8.46,3.29,5,38,138,198,339,89,11.84,0.93,North,Alkaline Soil
SOIL00913,Peaty,8.11,2.99,20,14,66,240,274,15,19.08,0.96,West,Alkaline Soil
SOIL00914,Chalky,6.47,6.37,40,38,205,722,21,74,21.67,1.47,East,Light Soil
SOIL00915,Peaty,8.05,4.24,19,13,76,1510,59,30,13.18,2.46,South,Alkaline Soil
SOIL00916,Sandy,5.29,9.77,27,17,250,315,66,88,5.9,2.03,Central,Light Soil
SOIL00917,Peaty,8.32,4.18,23,33,129,1581,151,31,13.05,1.01,East,Alkaline Soil
SOIL00918,Clayey,7.3,5.33,36,24,63,159,157,66,26.92,1.5,East,Neutral Soil
SOIL00919,Loamy,7.63,9.03,21,13,134,845,311,41,28.42,2.1,South,Neutral Soil
SOIL00920,Sandy,6.6,3.11,40,35,94,904,129,84,16.04,1.58,North,Light Soil
SOIL00921,Silty,5.53,3.31,49,8,206,1725,19,52,11.5,2.47,West,Neutral Soil
SOIL00922,Clayey,8.16,6.24,7,30,165,1324,370,54,8.76,1.07,West,Alkaline Soil
SOIL00923,Sandy,7.13,4.05,29,4,67,1756,480,13,16.28,1.91,Central,Light Soil
SOIL00924,Silty,4.9,7.13,42,30,152,516,304,71,12.32,2.14,Central,Acidic Soil
SOIL00925,Peaty,4.57,7.32,36,31,200,212,146,92,11.24,0.11,West,Acidic Soil
SOIL00926,Sandy,6.2,1.96,25,10,97,732,277,33,23.47,2.43,South,Light Soil
SOIL00927,Clayey,7.99,5.65,34,32,199,1335,362,95,7.19,0.41,Central,Neutral Soil
SOIL00928,Silty,7.6,5.47,31,22,62,1248,490,60,18.04,0.94,Central,Neutral Soil
SOIL00929,Chalky,8.94,4.11,15,22,192,1476,328,81,29.67,0.43,Central,Light Soil
SOIL00930,Clayey,7.32,3.89,22,36,248,231,186,45,9.43,2.22,Central,Neutral Soil
SOIL00931,Chalky,7.34,3.17,9,12,274,1286,410,96,27.23,2.32,South,Light Soil
SOIL00932,Peaty,7.81,4.42,5,38,188,595,447,95,12.39,2.42,West,Neutral Soil
SOIL00933,Clayey,8.98,2.75,40,38,278,928,128,89,19.59,0.11,Central,Alkaline Soil
SOIL00934,Sandy,7.44,7.49,44,12,141,1603,248,60,10.07,0.73,East,Light Soil
SOIL00935,Silty,8.36,4.34,17,16,226,1487,383,83,19.33,1.83,West,Alkaline Soil
SOIL00936,Loamy,4.54,4.91,27,23,97,1306,143,47,28.12,2.08,Central,Acidic Soil
SOIL00937,Chalky,5.36,2.19,25,34,277,1253,448,31,20.59,2.49,West,Light Soil
SOIL00938,Chalky,7.41,6.03,15,7,232,508,83,33,15.17,2.24,East,Light Soil
SOIL00939,Sandy,6.68,7.57,49,11,78,1460,296,13,11.64,0.17,North,Light Soil
SOIL00940,Silty,6.05,6.1,7,9,290,1251,369,24,7.82,1.07,West,Neutral Soil
SOIL00941,Sandy,5.92,8.87,34,21,237,1120,408,16,14.83,0.18,Central,Light Soil
SOIL00942,Chalky,7.44,1.69,42,39,162,1066,115,62,23.41,0.84,East,Light Soil
SOIL00943,Clayey,8.62,4.83,30,5,241,852,15,62,21.95,1.58,Central,Alkaline Soil
SOIL00944,Peaty,5.92,9.47,33,26,146,898,331,35,26.39,2.07,Central,Neutral Soil
SOIL00945,Clayey,5.06,4.48,28,35,150,1094,224,71,8.99,1.38,Central,Acidic Soil
SOIL00946,Clayey,6.42,6.27,9,16,231,1137,434,62,25.44,2.0,South,Neutral Soil
SOIL00947,Chalky,5.86,1.41,20,3,249,910,45,87,9.66,2.47,South,Light Soil
SOIL00948,Loamy,5.03,1.3,20,34,106,1710,392,5,9.19,1.7,East,Acidic Soil
SOIL00949,Clayey,6.03,9.27,42,28,74,865,74,44,23.28,1.06,North,Neutral Soil
SOIL00950,Chalky,4.56,2.04,35,12,67,749,237,6,20.83,1.77,Central,Light Soil
SOIL00951,Peaty,7.72,2.5,35,6,226,245,98,47,19.88,0.12,West,Neutral Soil
SOIL00952,Sandy,4.55,8.61,19,29,280,1490,425,11,8.39,0.18,South,Light Soil
SOIL00953,Clayey,8.16,6.77,14,11,171,1580,112,63,8.06,2.14,South,Alkaline Soil
SOIL00954,Loamy,5.67,9.18,42,9,82,1359,341,91,5.68,1.77,North,Neutral Soil
SOIL00955,Silty,8.45,2.29,17,35,185,668,33,65,22.07,1.04,Central,Alkaline Soil
SOIL00956,Sandy,6.53,8.49,29,13,96,1741,118,99,6.1,2.21,West,Light Soil
SOIL00957,Peaty,5.77,0.96,47,24,218,210,29,70,16.31,1.59,South,Neutral Soil
SOIL00958,Loamy,6.18,7.79,25,37,76,1413,278,66,9.53,1.33,South,Neutral Soil
SOIL00959,Silty,5.54,5.35,14,4,252,1640,172,74,18.74,2.21,Central,Neutral Soil
SOIL00960,Loamy,7.25,3.31,27,7,175,586,121,42,8.41,1.88,Central,Neutral Soil
SOIL00961,Clayey,6.74,4.69,26,24,151,1429,56,48,25.07,0.27,South,Neutral Soil
SOIL00962,Silty,6.29,2.75,31,10,287,1878,340,41,15.26,1.7,West,Neutral Soil
SOIL00963,Silty,4.96,1.12,11,19,124,1256,498,47,20.33,1.08,South,Acidic Soil
SOIL00964,Sandy,6.46,9.67,15,22,130,914,379,85,28.19,1.69,South,Light Soil
SOIL00965,Loamy,6.51,7.21,17,12,261,1380,143,89,9.09,1.96,Central,Neutral Soil
SOIL00966,Peaty,5.96,4.51,18,37,160,1370,348,50,26.68,0.4,Central,Neutral Soil
SOIL00967,Loamy,8.47,1.4,41,34,250,1016,252,84,14.44,2.28,North,Alkaline Soil
SOIL00968,Chalky,8.49,6.09,5,18,50,1333,316,42,12.96,0.29,South,Light Soil
SOIL00969,Silty,6.36,4.35,22,26,257,1995,322,54,19.25,1.73,East,Neutral Soil
SOIL00970,Silty,6.33,5.32,12,6,240,1979,73,22,23.81,1.23,West,Neutral Soil
SOIL00971,Silty,4.62,1.03,38,20,93,1218,281,76,17.83,0.47,North,Acidic Soil
SOIL00972,Peaty,5.93,6.71,10,31,285,226,233,31,11.25,1.05,South,Neutral Soil
SOIL00973,Sandy,8.73,8.04,16,13,174,850,353,51,22.21,1.28,West,Light Soil
SOIL00974,Peaty,7.67,7.96,30,17,268,690,434,41,17.82,2.09,South,Neutral Soil
SOIL00975,Chalky,4.74,2.1,7,37,135,1655,277,90,22.92,0.87,Central,Light Soil
SOIL00976,Silty,6.58,7.43,18,30,58,1923,149,51,18.79,1.81,South,Neutral Soil
SOIL00977,Clayey,4.85,6.64,17,20,93,111,279,26,6.86,0.16,South,Acidic Soil
SOIL00978,Peaty,8.97,8.84,23,5,80,1516,18,50,24.99,2.49,Central,Alkaline Soil
SOIL00979,Silty,7.22,3.93,44,18,96,155,299,26,15.1,2.07,North,Neutral Soil
SOIL00980,Clayey,8.26,9.2,14,14,172,550,60,25,28.96,1.71,East,Alkaline Soil
SOIL00981,Clayey,7.04,2.29,20,22,217,1001,363,75,17.47,0.95,West,Neutral Soil
SOIL00982,Silty,8.55,6.78,49,38,235,578,204,77,13.84,1.2,Central,Alkaline Soil
SOIL00983,Silty,5.71,5.72,18,18,257,436,493,69,13.4,0.75,Central,Neutral Soil
SOIL00984,Loamy,6.79,2.7,37,15,93,1318,421,9,11.31,2.41,Central,Neutral Soil
SOIL00985,Chalky,7.98,3.74,21,18,144,1071,398,81,6.71,0.15,North,Light Soil
SOIL00986,Loamy,6.11,7.25,36,4,213,1965,451,92,22.43,0.23,North,Neutral Soil
SOIL00987,Loamy,7.52,1.11,43,28,249,652,214,6,7.26,2.37,Central,Neutral Soil
SOIL00988,Silty,6.53,6.86,42,11,105,1874,304,75,13.54,1.26,South,Neutral Soil
SOIL00989,Peaty,4.57,8.02,44,33,280,595,485,54,8.28,1.49,West,Acidic Soil
SOIL00990,Peaty,8.11,7.48,5,30,130,1072,293,24,12.4,1.13,South,Alkaline Soil
SOIL00991,Sandy,7.6,7.81,5,10,243,460,119,46,21.15,2.15,Central,Light Soil
SOIL00992,Loamy,8.56,2.88,16,19,232,692,108,27,15.41,0.9,East,Alkaline Soil
SOIL00993,Loamy,6.24,2.89,6,4,176,380,200,26,29.61,0.18,West,Neutral Soil
SOIL00994,Loamy,4.97,4.46,46,24,93,590,99,34,28.63,2.35,West,Acidic Soil
SOIL00995,Sandy,5.1,6.6,36,6,64,1376,433,96,14.61,1.78,West,Light Soil
SOIL00996,Chalky,7.36,2.39,38,30,147,415,301,16,16.93,0.21,East,Light Soil
SOIL00997,Sandy,6.68,3.4,38,37,172,766,487,35,28.38,1.98,West,Light Soil
SOIL00998,Clayey,6.54,7.17,30,16,295,552,116,58,22.32,0.69,South,Neutral Soil
SOIL00999,Loamy,6.71,4.7,48,18,108,345,353,84,27.93,0.1,South,Neutral Soil
SOIL01000,Sandy,8.06,5.73,20,19,274,1214,179,90,11.19,0.9,East,Light Soil
