Customer_ID,Age,Annual_Income,Payment_History_Score,Credit_Utilization_Ratio,Credit_History_Length_Years,Number_of_Credit_Lines,Number_of_Late_Payments,Number_of_Credit_Inquiries,Types_of_Credit,Employment_Status,Outstanding_Debt,Has_Mortgage,Region,Credit_Score
CUST00910,54,1297959,422,0.07,23,7,4,6,Mixed,Retired,554789,1,North,510
CUST00911,55,1941816,788,0.46,22,8,2,6,Auto Loan,Self-employed,860308,1,East,549
CUST00912,57,316191,585,0.83,6,1,4,6,Credit Card,Student,692758,0,Central,300
CUST00913,60,319256,791,0.36,17,7,3,3,Personal Loan,Employed,703758,0,Central,561
CUST00914,48,1141850,430,0.43,21,6,4,0,Auto Loan,Student,955773,1,Central,467
CUST00915,48,1128286,631,0.04,22,4,4,6,Auto Loan,Self-employed,565284,1,North,567
CUST00916,40,1127479,421,0.22,10,4,3,6,Mixed,Retired,374743,1,East,428
CUST00917,59,1486843,363,0.9,11,8,1,3,Mixed,Student,679960,0,South,343
CUST00918,33,944255,520,0.14,1,1,3,2,Credit Card,Self-employed,472855,0,East,443
CUST00919,37,1774409,666,0.65,4,1,2,0,Home Loan,Retired,526047,1,West,452
CUST00920,58,1453834,590,0.22,4,8,2,5,Mixed,Employed,592000,0,West,445
CUST00921,32,1884277,395,0.49,19,1,3,5,Personal Loan,Employed,424818,0,South,443
CUST00922,22,1720771,502,0.27,11,8,3,0,Auto Loan,Student,33252,1,North,542
CUST00923,41,1435628,532,0.35,17,9,2,5,Personal Loan,Unemployed,401187,1,East,511
CUST00924,64,564820,880,0.48,9,6,3,4,Mixed,Student,365018,0,West,529
CUST00925,46,1400995,760,0.4,13,4,0,7,Personal Loan,Self-employed,79973,0,South,580
CUST00926,24,1080370,482,0.22,3,5,1,7,Credit Card,Student,760066,1,East,389
CUST00927,24,1170385,472,0.74,14,6,2,0,Personal Loan,Student,386289,1,North,461
CUST00928,23,1098691,612,0.64,5,6,4,5,Auto Loan,Self-employed,706667,1,North,342
CUST00929,47,1240083,706,0.79,18,3,4,6,Home Loan,Employed,16957,0,North,480
CUST00930,57,1169456,636,0.2,11,1,1,6,Credit Card,Retired,574003,0,West,516
CUST00931,60,1948461,839,0.41,17,7,1,3,Mixed,Self-employed,374706,1,West,628
CUST00932,23,1697001,686,0.25,1,1,4,6,Auto Loan,Unemployed,138954,1,East,440
CUST00933,55,804173,354,0.44,18,3,1,6,Mixed,Student,235451,1,North,472
CUST00934,31,681895,533,0.53,7,9,1,5,Home Loan,Unemployed,643328,0,Central,409
CUST00935,37,374757,332,0.47,19,9,0,6,Mixed,Retired,266830,0,North,482
CUST00936,34,320721,459,0.45,5,9,1,0,Home Loan,Student,380133,1,West,463
CUST00937,38,474125,532,0.78,2,9,2,7,Personal Loan,Retired,993155,1,East,300
CUST00938,51,682831,478,0.86,3,9,1,3,Home Loan,Unemployed,846936,1,Central,314
CUST00939,31,698340,789,0.87,20,1,2,2,Credit Card,Unemployed,958076,1,Central,500
CUST00940,45,753123,500,1.01,8,2,2,5,Mixed,Student,207601,0,South,345
CUST00941,25,1146599,513,0.41,20,5,1,0,Personal Loan,Student,424580,0,East,584
CUST00942,33,504847,776,0.11,8,5,1,6,Credit Card,Employed,930942,1,North,521
CUST00943,36,1108653,612,0.58,11,1,2,2,Credit Card,Student,492808,0,West,477
CUST00944,27,743464,881,0.49,12,4,4,5,Home Loan,Unemployed,483593,0,Central,511
CUST00945,56,1603452,739,0.56,18,1,4,2,Personal Loan,Self-employed,831487,1,East,502
CUST00946,21,770221,817,1.05,5,8,0,2,Personal Loan,Self-employed,291693,0,East,466
CUST00947,32,1067799,762,0.25,24,4,1,0,Credit Card,Retired,846934,0,North,673
CUST00948,62,1717578,402,1.01,20,8,0,7,Personal Loan,Self-employed,541240,1,Central,383
CUST00949,28,1662923,475,0.1,7,7,2,7,Credit Card,Unemployed,22482,1,East,480
CUST00950,44,469321,457,0.06,3,9,3,4,Personal Loan,Self-employed,847700,1,East,399
CUST00951,62,1573640,599,0.69,10,3,3,3,Home Loan,Retired,990357,1,East,378
CUST00952,21,599827,561,1.04,17,1,0,2,Personal Loan,Student,39359,0,Central,498
CUST00953,37,1659855,695,0.01,6,7,4,4,Mixed,Employed,479522,1,South,510
CUST00954,38,491763,486,0.53,1,3,2,6,Auto Loan,Student,528741,1,North,337
CUST00955,40,1009677,542,0.22,14,6,3,0,Personal Loan,Unemployed,50289,0,North,581
CUST00956,42,1106878,415,0.04,16,8,0,5,Personal Loan,Unemployed,819034,0,West,522
CUST00957,33,841139,334,0.86,4,3,1,5,Home Loan,Retired,425085,0,Central,300
CUST00958,60,509915,319,0.3,17,1,2,4,Mixed,Self-employed,633124,1,South,450
CUST00959,24,945308,594,0.78,17,7,2,2,Mixed,Retired,408235,0,South,486
CUST00960,41,1522802,747,0.67,13,7,2,1,Credit Card,Student,486213,1,Central,525
CUST00961,40,1238532,883,1.05,24,8,2,2,Home Loan,Unemployed,602949,1,South,553
CUST00962,24,1914954,481,1.17,2,4,2,5,Mixed,Retired,182811,1,North,300
CUST00963,48,289364,805,0.74,14,6,3,0,Credit Card,Employed,810824,0,North,503
CUST00964,40,1210751,565,1.01,18,9,1,3,Mixed,Unemployed,574796,1,West,438
CUST00965,52,1911355,549,0.86,15,2,1,2,Auto Loan,Employed,655457,1,East,442
CUST00966,58,902286,301,0.4,1,5,1,2,Mixed,Employed,519374,1,South,367
CUST00967,61,1374596,821,0.78,20,1,0,3,Credit Card,Retired,39103,0,North,626
CUST00968,25,1670400,327,0.14,10,2,2,3,Mixed,Student,179470,0,West,481
CUST00969,39,1427842,499,0.82,16,8,4,5,Personal Loan,Self-employed,472949,1,East,374
CUST00970,28,898071,893,0.3,13,1,4,3,Personal Loan,Employed,487311,0,East,574
CUST00971,62,723871,397,0.39,2,1,1,4,Credit Card,Unemployed,154425,0,South,412
CUST00972,44,1564946,676,0.62,21,1,1,5,Auto Loan,Student,838020,1,East,513
CUST00973,33,1379462,733,0.83,4,9,1,2,Home Loan,Unemployed,626573,0,North,427
CUST00974,25,1156101,586,0.58,16,7,4,7,Mixed,Self-employed,543654,1,South,413
CUST00975,40,1047518,888,1.11,6,7,3,4,Credit Card,Self-employed,16355,1,South,434
CUST00976,50,1363793,602,0.31,8,2,4,3,Personal Loan,Employed,245920,1,East,476
CUST00977,39,1932266,629,0.3,7,6,2,7,Auto Loan,Self-employed,543996,1,East,445
CUST00978,60,261632,301,1.11,17,2,0,2,Mixed,Unemployed,759608,1,West,351
CUST00979,64,1859170,414,0.4,8,8,1,7,Personal Loan,Self-employed,354054,0,Central,407
CUST00980,33,849169,683,0.98,6,2,1,5,Home Loan,Student,610132,1,East,371
CUST00981,56,1874328,317,0.81,13,4,4,4,Mixed,Retired,315509,1,West,328
CUST00982,43,1395573,625,1.13,21,3,3,1,Personal Loan,Student,860523,0,West,418
CUST00983,21,1038248,474,0.21,3,3,1,4,Credit Card,Employed,31557,1,South,482
CUST00984,29,1935285,494,1.05,22,2,3,5,Mixed,Student,222947,0,South,413
CUST00985,48,1214388,544,0.95,19,2,0,2,Home Loan,Student,400715,1,Central,492
CUST00986,29,602829,599,1.07,19,5,1,0,Mixed,Self-employed,486398,0,East,484
CUST00987,61,1953487,839,0.37,14,8,4,2,Personal Loan,Unemployed,41784,1,North,602
CUST00988,21,1006337,338,0.0,17,5,1,1,Home Loan,Self-employed,564177,0,South,561
CUST00989,35,1913643,318,0.35,9,4,2,0,Home Loan,Student,367403,1,Central,452
CUST00990,23,247842,588,0.28,9,7,2,1,Mixed,Employed,221565,1,East,542
CUST00991,48,1157015,661,0.26,15,2,0,2,Credit Card,Unemployed,965785,0,North,567
CUST00992,38,1493843,433,1.08,7,9,0,5,Auto Loan,Self-employed,581117,0,West,309
CUST00993,59,1762967,547,0.83,13,5,1,0,Mixed,Retired,481566,1,South,469
CUST00994,27,1171283,600,0.33,12,2,1,7,Personal Loan,Student,817295,1,North,460
CUST00995,56,635078,659,0.51,9,2,0,0,Personal Loan,Student,875392,0,North,512
CUST00996,40,811493,795,0.23,11,6,4,2,Personal Loan,Employed,309274,0,West,570
CUST00997,60,1626246,776,0.95,11,2,2,7,Mixed,Self-employed,951361,1,West,369
CUST00998,48,1214206,879,0.99,11,7,1,5,Auto Loan,Student,422456,0,Central,475
CUST00999,30,1791629,759,0.13,1,9,1,2,Home Loan,Student,232330,0,Central,567
CUST01000,48,1474327,605,1.14,24,4,0,2,Personal Loan,Student,280868,1,Central,521
